Geneid	pOka_M1_3
25814	2380
7477	0
55267	35
5465	483
150383	183
10343	17
55020	428
51512	845
55687	330
9620	1438
23151	395
64781	1541
25771	683
25817	0
348645	0
23774	459
9889	572
79087	556
79174	700
415116	487
400935	1
23209	0
54456	1
56666	126
80305	843
83642	484
85378	588
83933	342
6300	450
5600	61
23654	14817
414918	138
9701	1036
6305	1012
79924	17
55586	0
91289	1769
29781	564
9997	3
1890	10
440836	2
113730	0
644186	0
1375	238
1120	282
23542	6
410	566
85358	56
49	0
11158	523
10752	0
27255	4
152330	130
3568	1
51095	242
51185	504
57633	1816
6419	161
285362	1884
3708	291
8553	3626
55207	1916
9695	1102
2917	0
29995	228
51066	0
859	0
5021	10697
56852	620
9901	29
25917	677
55209	1701
375323	3
64419	767
151835	7
7862	420
4968	266
8536	560
10474	1658
10093	1466
100526693	13
26140	53
285367	393
63924	0
84522	719
132014	152
84818	509
78987	674
285368	168
55831	822
401052	34
2177	438
115795	0
55845	2576
7428	734
3656	98
9797	716
51738	2
6396	1516
491	0
6538	1
6529	0
3269	18
10533	496
9686	822
132001	101
6854	0
7079	20
5468	376
80746	264
100129480	3
23609	575
5894	1505
55287	2
23066	12
6161	18891
9922	651
23225	2970
79885	316
2199	0
7476	0
131474	212
79188	1802
7508	1124
27258	945
6533	946
80852	0
51244	342
84077	5
152273	1
7182	1087
64432	854
64145	484
23473	682
9467	457
131965	326
85403	589
8292	13
26061	340
686	408
23243	1012
117248	5
285381	446
92106	192
23180	58
1618	0
23228	155
9779	1191
339862	0
6304	604
131096	2
151651	4
5868	1189
151649	2
8850	575
151648	205
79750	0
7325	474
7324	1622
28512	237
6138	34035
9975	983
7068	82
5915	745
7155	2432
55768	556
54995	271
116135	0
152110	28
9497	903
8320	16
152100	207
64343	611
152098	20
27303	198
7048	1119
339896	0
201595	3142
114884	235
344787	21
23171	659
152189	101
112616	671
54918	1228
51143	619
25904	548
131405	0
1233	0
2720	3532
643853	22
10491	11204
26032	519
25827	459
7342	1360
23122	674
10015	3442
10777	0
6769	540
85443	1
9881	42
9852	905
4292	888
9209	1414
2803	2411
339883	19
3680	23
10217	630
50853	34
5333	292
9940	3
30	915
4615	507
9943	1486
9390	2
9389	3
9942	162
93	213
9941	198
6331	246
6336	0
11280	1
57599	689
64689	743
199223	57
64651	407
165904	0
1524	1
1237	0
54977	527
3921	29718
4336	1
25924	214
10289	612
956	6
9045	11253
285267	40
253639	32
285268	525
1499	4690
54986	72
22906	1398
885	0
131375	0
7433	0
9117	831
51188	221
4820	1334
92999	691
131377	0
57467	0
152206	7
25994	1595
1238	5
1582	0
389114	7
100506243	0
729085	0
84892	577
54861	448
55129	845
51099	356
375337	0
285343	516
353274	265
285346	41
55888	51
285349	3
10168	342
7584	159
91392	3
115560	0
57456	829
56992	334
131616	347
7047	3
51304	1470
23016	422
7123	3
64866	421
25907	235
23395	614
8994	928
22908	714
54716	30
54585	703
10803	1
79443	1465
10663	2
2829	0
1230	2
1232	0
729230	0
1234	0
9034	11
4057	0
83597	0
79442	4
6997	0
100132146	0
259173	228
259236	0
29122	0
100287362	0
377047	0
339906	1
4634	0
5745	8
151903	343
23218	1027
29072	1449
64147	77
23276	359
25930	743
22937	1289
54859	396
10675	105
6599	1687
22907	1430
4134	7160
993	269
820	0
51385	183
10201	250
646424	0
285231	0
5364	1391
79714	534
51372	1244
84126	220
11277	354
51246	3126
5210	594
90226	15
1294	429
7384	3092
440955	1
65010	284
1951	443
51517	875
51447	1319
5576	331
788	206
646450	13
10425	1502
54681	1278
11180	2682
55152	452
25915	1311
3615	6207
54870	1322
5859	3682
10869	1199
3913	11143
64925	431
200942	577
646498	1
339834	6
375341	100
7375	809
2876	7521
387	11599
6988	690
275	48
84276	286
1605	2727
8927	6
327	1953
4485	124
63891	835
386724	97
29925	238
9807	1165
389118	12
389119	12
7318	83
10293	189
79012	0
4486	78
84315	157
10180	1084
10181	1571
6405	108
2779	0
10991	1
2771	5397
7869	6787
132228	8
7866	778
8372	186
24142	178
3373	134
8692	836
11334	554
11186	311
51364	23
10641	354
11068	133
11070	1026
9254	2
51161	316
51409	278
1154	8
7867	3145
1795	180
7873	1549
29890	1263
9730	656
23132	149
51368	793
2912	0
440956	0
401067	0
389123	0
389124	0
132141	0
9136	316
10039	763
118442	1
57060	2806
84836	1949
100526760	1
25864	585
95	7
6159	18483
1849	619
25886	339
211	669
54106	0
11344	1182
132160	233
80335	1804
132158	86
25981	130
8314	1786
51533	63
56920	0
7134	30
11188	2197
23166	1
64943	3699
440957	157
55193	1022
26354	1769
55830	1041
28972	2155
6787	386
3697	0
3699	4
3700	6
389125	2
100526772	0
375346	238
51460	150
91869	422
5580	402
7086	26123
55802	674
776	98
55349	105
55540	88
93973	503
58515	493
55799	1
57408	0
7474	273
26059	47
285331	202
23272	1509
50650	1732
353324	27
54756	308
8820	10
26060	1040
142686	12
201625	11
201626	446
378	4003
201627	276
7871	932
2317	7402
1776	0
57406	227
11102	360
54899	409
5162	1473
200845	169
8309	118
11170	10
131177	0
200844	77
2272	89
5793	337
57415	184
55079	0
8618	0
132204	0
132203	1
80145	822
6314	694
9861	1374
166336	249
56999	108
9223	463
115286	289
26018	262
84541	23
8801	1486
407738	0
151647	0
285203	201
7110	804
9039	1316
10550	3900
56203	0
23150	286
4286	2777
27086	373
317649	10
2850	0
60675	0
23429	533
55164	285
727936	71
151987	1089
55096	13
23024	96
5067	52
100288801	0
100131827	6
6092	3
6091	695
2632	2027
253559	3
389136	708
25978	928
5449	0
3355	0
8545	1669
55279	375
285237	447
2042	61
5627	4117
200894	321
415117	0
200895	177
63899	71
285220	7
84100	35
131544	268
84864	259
200959	0
81050	0
26341	0
403273	0
403274	0
79295	0
79310	0
403278	0
403277	0
26339	0
402135	1
56650	1003
2838	0
1371	625
10402	218
131566	21584
1295	5385
84319	566
11259	602
55773	1081
56954	718
9868	1471
348801	53
55076	207
84873	0
10342	2201
25890	66
50939	12
57337	175
54931	514
57092	2762
6222	167
27107	571
6152	10765
79598	251
91775	922
64332	146
131368	3
214	6188
868	851
84692	0
56987	1970
961	1128
55081	618
11148	1
22989	78
57650	522
9666	389
84666	0
50852	0
9626	0
27136	1
151871	0
55211	0
25945	551
10225	1
79413	0
257068	49
90102	1849
55347	520
29114	0
344805	7
79669	137
257144	38
285335	9
4345	12
151888	2
64422	944
55032	459
151887	3263
344807	0
131450	0
29083	180
25871	788
91653	577
55779	311
152185	204
54847	0
205717	227
80218	2296
523	979
54762	30
254887	107
57577	127
79691	343
1814	0
7634	0
201633	1
26137	746
2596	1
4045	4
152404	2
152405	0
7348	0
8702	480
57514	248
55254	615
56983	461
51300	1355
941	3
141	98
51365	13
64091	26
10063	381
89876	156
8856	1
2932	956
165829	1
116064	969
11167	7315
4710	1382
3081	1
285282	619
2960	238
9515	0
10721	333
503582	0
51725	0
3059	11
2804	3109
9657	235
55840	7
6565	3
286676	0
942	0
846	0
1475	1
131076	243
26355	1641
54554	168
3836	1496
83666	671
151636	507
165631	4
54625	705
79663	85
84925	352
54437	5
10954	1159
26984	404
111	5
201562	347
4638	7787
64770	1612
54763	0
8997	577
7372	651
3693	10624
56667	2
57493	4167
84561	648
7707	866
8723	614
114885	427
200810	24
152015	1
54946	1047
10840	29
28999	11
348807	1
79364	558
131669	1
166012	20
152065	0
645840	0
114112	144
84303	207
5361	1160
285311	0
131601	978
4171	1356
50512	1603
80325	259
11343	341
166348	49
29927	5896
8607	1141
60678	261
165721	0
2624	23
6184	5318
7879	6238
28976	921
57501	1
79825	0
2815	0
100534599	0
339122	37
57461	201
7555	4400
22820	3426
56941	780
8971	1680
90288	6
8930	518
55764	409
6010	0
132243	0
23129	1416
23023	352
7200	0
644974	10
256076	0
131873	0
30849	643
27032	1365
28990	99
79858	74
131870	843
11222	1943
131034	1
55	0
23317	1397
84129	354
51554	2
79876	562
27031	327
66000	1
8419	0
55573	3473
11073	1037
7018	0
58477	637
51560	36
80111	0
6578	0
6259	844
51421	5176
25847	876
80254	409
339855	2
2047	6
5523	457
55167	398
5096	787
10274	727
80723	136
4690	489
53833	9
8403	0
51208	7
199221	111
51146	2
51163	289
25852	560
347736	4
22808	408
83850	2
80321	236
55179	111
5291	532
668	0
401089	0
729627	0
389151	0
389152	0
56945	665
9276	3128
5948	1
5947	189
349565	93
64084	1982
287015	0
55186	1535
92369	4
92370	196
253461	3209
5922	236
9616	839
131890	0
483	1706
7029	1064
256356	180
54464	523
545	648
5357	498
7220	287
26577	234
344838	6
23350	1963
9435	397
285195	69
205428	823
5352	9150
57088	393
57047	0
5359	342
389158	0
84107	0
7545	0
185	0
1360	0
1359	1
2992	523
6596	1320
84343	1085
1356	33
116441	1077
4071	4918
7104	1
25937	1578
51122	586
389161	1
11342	2065
5217	3016
653659	42
9819	514
27230	1976
83939	2015
51714	1548
131831	10
6478	556
7401	0
116931	124
29909	0
9934	1
53836	2
53829	0
64805	0
285313	1
344752	0
13	0
56670	0
4154	1454
5028	42
5912	874
152118	0
26084	327
170506	819
344758	0
4311	3560
23007	99
285315	69
9197	736
8833	1190
7881	26
6747	3328
25976	691
389170	13
57018	1050
79674	595
5806	193
152078	135
6474	64
51319	341
4291	336
85476	944
56925	249
5918	43
64747	824
100505385	0
654502	0
29970	1
3592	230
401097	5
57560	828
10051	2055
286827	274
3840	1236
80117	5
151742	157
8706	171
51068	986
165679	7
131149	3
6476	0
22865	9
590	0
79740	6
5276	0
151790	0
11235	713
5274	29
27333	678
2122	100
84517	41
55892	319
151827	54
344657	2
79782	1
344658	0
7095	2580
26996	446
80012	798
5584	956
6498	812
5010	653
57709	1
200916	1076
56648	186
6514	1
23043	2495
5337	490
389177	1
64778	2284
2693	2
8743	1
57552	1055
1894	1448
83893	0
22871	98
254827	20
79718	977
10242	1
64393	1882
5290	321
27094	41
51193	432
55669	527
59345	308
86	895
57129	522
4711	1071
8975	464
51555	25
151613	708
339829	68
8087	2906
131118	391
6657	0
23200	803
54165	460
56922	491
27074	0
23101	7
84002	78
89857	0
54800	517
55689	1522
79929	46
55486	519
10057	929
200909	1
170572	0
285242	0
8893	881
1857	3270
1173	16682
55324	853
90113	10
10195	941
9718	115
94032	197
5708	5254
1981	7635
131408	252
1181	112
5437	790
7066	0
8646	1
2049	1
64110	746
23355	552
285382	0
1962	246
9175	149
90407	292
200879	42
59343	538
10644	1230
6434	2274
2119	530
1608	0
1427	11
55171	116
51726	1219
197	0
26998	0
3273	0
3827	0
1974	6887
5984	390
9370	0
6480	608
116832	275
132112	0
5648	0
64108	4
6750	0
344892	0
604	527
4026	1473
285386	3
8626	42
55214	826
9076	499
10686	1
131920	0
3556	927
647309	1
344901	0
257313	3
152137	2060
152138	0
2257	100
151963	120
57110	59
344905	4
84239	2
4976	1405
3280	59
1370	0
131578	18
2814	4
79572	5600
93109	203
55341	626
131583	0
152002	408
23527	525
5504	454
347	1
200958	27
4585	1
10188	652
7037	3452
131540	0
200931	4
5130	557
255758	140
116211	8
26043	393
165918	211
255798	0
348793	138
200933	295
375387	7
84984	63
54965	331
5062	1388
205564	395
22916	1467
80235	191
4241	4336
1739	5070
622	254
9711	341
84248	862
84859	275
84223	118
6165	8967
89782	242
728262	1
152687	73
255403	59
654254	1
7700	23
170960	324
54872	812
5158	147
521	742
4636	149
84179	13
10336	992
10815	9
2580	1021
84286	233
1609	282
10861	60
3425	641
53834	1263
285498	1
10417	2
1487	1879
10296	1170
57654	198
285464	71
54729	0
152877	46
7884	1727
92305	1299
10460	1863
2261	13
3954	630
7468	2732
7469	419
401115	713
339983	648
353497	26
79441	167
10608	1437
57732	104
402160	3
6047	1754
8603	541
79155	361
6452	157
118	2804
10227	1599
8602	1072
2868	22
3064	1819
345222	2
6002	303
3083	2
285489	150
4043	2803
152	7
133060	0
85013	279
55646	280
166793	69
27065	0
53407	488
4487	88
54360	0
55351	1
132884	373
2121	4822
1400	1459
152789	0
7466	471
5522	0
23324	1173
93621	4649
6286	1
114932	1026
55330	200
9778	680
57533	1415
257236	19
93624	480
80273	705
57537	6
768239	0
60312	580
389199	1
84448	1
54436	4
94031	0
8310	258
152992	175
27201	0
8532	4
3166	0
650293	0
100287144	0
100287178	0
100287205	0
100287238	0
100288520	0
100287327	0
100287364	0
100287404	0
100287441	0
100287478	0
100287513	0
728405	0
728373	0
728379	0
728369	0
728419	0
728400	0
728393	0
728386	0
644414	0
1816	0
56606	5
9948	5628
85460	234
116449	0
9957	97
9364	270
579	13
259282	1034
132864	398
114905	0
57545	588
26234	1140
285550	667
683	3
952	7
9982	5
83888	0
8842	3
202018	287
9079	0
5860	769
645104	0
51056	968
80306	474
27146	31
54876	776
64151	836
254251	300
9353	92
133015	227
80333	32
166647	965
57733	0
10891	667
1665	2712
6649	367
91050	294
55203	0
51091	187
55300	390
29063	155
29945	293
10568	0
23231	2473
389203	274
3516	1070
886	0
55296	195
57620	399
5099	3171
116984	339
401124	0
57495	0
55286	1
768211	136
55276	459
23216	972
10744	0
51274	714
81793	0
7096	104
10333	17
92689	1405
80008	0
51088	1346
57728	607
5981	1381
152831	1
6133	7337
11019	151
7358	453
201895	536
3093	1505
23244	2169
55728	96
399	0
55584	3
54502	798
79730	7
323	2544
7345	11410
22998	6484
8929	0
55161	895
285429	6
10463	1709
389206	1
152573	0
10396	4
389207	0
386617	558
285525	1
60558	691
132789	464
2565	2
2555	0
170712	0
2557	0
2560	0
54951	266
57205	198
10699	3
152518	157
1259	8
152519	118
7294	20
7006	105
57606	895
201780	0
326340	0
285527	1272
54940	2686
132299	1476
80157	0
23142	891
339977	10
6443	1731
132671	1
64854	538
100288413	129
65997	33
152579	330
81608	809
84708	177
26511	297
170825	18
5156	6
3815	0
3791	6
79644	375
55858	1641
9575	627
132954	0
10874	115
55763	833
9662	146
57482	287
132949	198
5471	473
10606	5582
6731	2449
132946	2
100506564	3
84525	0
6691	0
5978	442
84273	853
5431	2167
3490	20735
23284	195
253017	0
2044	325
1060	203
26228	0
55236	861
2798	2
9407	2
339967	0
389208	2
132724	0
28983	0
7367	0
7366	0
7364	1
10720	0
54490	0
7363	0
574537	0
10941	0
27284	3
6783	0
1446	0
1447	0
6779	0
3347	0
3346	0
401137	0
54959	0
260436	2
1448	2
85438	2
26952	2
10879	16
58503	0
4589	1
401138	2183
258	0
10117	2
3512	2
57050	732
22902	848
2926	1694
92597	359
1633	626
8671	457
2638	0
10886	0
9508	44
285521	153
26057	2496
213	2
174	14
173	0
166824	22
3576	869
6372	1
5197	0
2919	0
5196	0
5473	0
6374	0
2921	58
2920	21
441024	91
255324	0
2069	2
374	1
685	114
25849	5
25898	260
152815	265
152816	0
8999	19
9908	2147
8615	1759
5470	1
27163	149
55153	776
4283	0
419	0
3627	1
6373	0
53371	618
950	6780
100129583	11
100631383	1
8987	36
339965	8
57619	794
345079	1
55752	1464
10983	2417
901	394
10563	1
246175	337
65008	285
80144	673
306	1869
55589	360
152559	465
84779	0
2712	0
118429	591
56978	103
2250	1682
255119	22
651	8
5593	0
153020	2
3184	3362
9987	4199
58478	884
441027	5
79966	447
22872	4378
79725	61
132660	344
51138	655
51316	4
27235	458
10855	188
113510	188
51023	292
84142	343
84803	85
4825	2
1040	159
23001	1483
83478	51
5602	25
5783	639
345274	0
132989	7
4299	879
57563	158
345275	1
51170	454
53343	574
8404	2
1834	0
1758	0
3381	0
56955	0
6696	161
5311	1303
9429	44
152926	202
55008	125
51191	17
84992	0
100996939	0
8916	243
266812	270
10144	792
166815	304
285513	5
6622	642
22915	0
401145	4
2895	54
474	0
56916	997
27306	0
10611	3714
658	17
8633	0
5161	0
285555	1
5910	586
10098	519
1977	1009
23173	1132
128	2264
127	0
130	5
124	2
125	0
126	0
131	0
84103	0
93587	76
4547	6
27071	2
8649	734
79982	734
3015	4036
115265	581
51705	0
5530	1065
55024	1
64116	810
4790	434
4126	1163
7323	4507
493856	789
150159	12
133308	245
56898	1110
1062	582
6870	0
80319	4
54790	488
27068	730
54848	0
57117	268
79807	275
255743	4
93627	678
9255	806
100507096	0
27123	2
9061	1296
166929	860
113612	771
3033	840
51176	41
6164	10755
58505	1165
64850	2
84570	0
10427	1042
55013	351
839	158
81579	522
3426	56
54433	256
10692	0
345193	1
1950	46
79071	1425
2028	0
5308	0
132720	111
55435	323
92610	229
80216	254
63973	1
55345	186
51574	833
287	596
817	623
79642	197
7368	305
64579	0
133022	94
9348	7
8492	2884
57721	501
9871	1351
171024	6
51778	13
54532	529
401152	2024
2169	1
8654	236
4085	722
11107	187
79625	25
79931	0
84109	0
308	17068
132332	6
5393	867
890	1940
55212	542
7222	3
84162	1923
132612	0
3558	0
59067	0
166379	144
2247	4823
11162	51
166378	105
10252	55
57182	835
79633	889
27152	358
83447	1
22824	1093
10733	441
256471	205
80167	161
55132	368
10424	4265
79960	1229
132320	216
132321	55
57575	1
132430	8
54510	79
23657	356
25819	119
1998	453
84709	4
4717	488
80155	1104
83452	231
80854	2084
4258	332
55534	50
60592	944
1047	895
152586	0
255520	488
7350	0
23158	1432
57484	162
27309	1200
3600	95
8821	812
84640	580
2549	445
8467	2333
166752	0
2996	0
2994	0
2993	0
64399	3
10393	171
6059	1865
54726	1102
4086	249
166785	55
646603	0
152485	27
11157	142
84068	91
5458	1
83894	0
1909	0
55751	571
90826	206
79658	744
4306	376
166614	134
987	1650
10586	0
6189	16945
152503	881
345062	0
729830	82
5188	621
55294	304
201799	0
201798	12
27236	709
85462	27
23321	698
84057	127
23240	348
7097	2
285533	0
6423	0
54798	12
5356	1214
2244	0
2243	0
2266	0
9227	57
166863	0
4887	0
79884	614
2982	0
2983	243
51802	1
6999	9
1519	560
56034	3059
2743	845
2891	1
51313	380
55314	248
59350	0
201725	376
2110	349
5481	527
57600	588
152940	0
9693	884
56884	0
92345	218
4886	34
4889	0
84076	1
55319	433
55016	261
23520	0
100506013	0
391712	0
152756	30
166655	0
201931	478
11275	361
6307	2591
1363	706
7092	259
50859	21
11199	0
55601	175
91351	448
23022	4940
84869	394
57630	332
4750	503
1182	2124
54969	360
9848	253
51166	219
442117	5
51809	1517
3148	4512
8819	1478
11341	2
9464	0
26269	393
80817	281
3248	2
8001	2
11086	1
2823	377
116966	180
132851	5
140458	4
60559	1557
7424	264
55247	219
175	743
55714	1114
1635	1738
80014	1530
53842	0
100132463	0
55602	304
3622	190
201965	295
60684	681
56977	74
133121	0
3660	447
836	611
201973	129
79682	345
2180	1023
391723	0
291	697
57587	1036
83891	432
55805	51
353322	88
55325	443
441054	28
256309	26
27295	147
8470	9
7098	146
25854	183
285440	347
3818	5
2160	0
4543	0
2195	4585
132625	0
205860	3
339976	0
2483	530
448831	0
91746	878
7365	0
79799	0
153478	2
389257	0
133957	404
6389	2359
10016	1248
57491	10
11336	823
6550	337
55722	28
11076	10
79844	9
65980	521
9319	681
85409	0
10723	172
340024	0
348932	0
7015	2
81037	2003
6531	1
79888	1747
64979	446
4726	974
50805	0
153572	0
153571	0
79192	0
170690	0
23379	903
84246	389
134111	0
54888	1037
6715	252
11044	516
108	0
134121	0
79072	136
4552	592
9037	244
50834	0
134145	226
22948	4576
134147	696
10299	2053
83853	13
651746	400
1611	3146
1501	0
1767	80
7204	2783
54491	20
90268	237
56172	328
23194	240
441061	1
90441	528
54463	616
4651	2328
10409	2109
1016	11
1010	0
56979	0
1008	135
1007	0
1004	0
29102	1312
55322	472
23037	15
64083	1196
54545	582
51663	2144
10923	2495
4883	148
6897	2143
81792	435
51289	0
51151	247
23600	172
114899	25
26064	4591
153657	8
5810	409
55299	589
134218	673
64902	0
5618	0
79925	105
3575	267
133690	0
133688	0
167127	0
92255	129
6502	382
133686	134
202151	0
6507	0
25836	1244
65250	943
9631	645
55100	488
2668	0
100861519	1
133584	0
3977	17
9180	1404
253260	809
2533	0
735	0
1601	532
5734	66
23548	351
5562	1302
6167	11939
84674	224
730	0
133558	0
729	0
345557	0
5019	857
285636	364
26272	113
2690	1
100129792	56
6414	16
389289	5
7690	468
167359	31
3157	2677
56477	0
64417	151
375444	93
10605	1332
23530	1503
2255	0
10884	536
348980	1
133418	3432
79668	600
3670	9
53918	989
3672	1984
3673	290
4338	722
10468	526
4724	540
54622	141
8988	15
112574	252
11082	0
3003	0
3001	0
166979	0
493869	926
345643	51
10309	83
54505	916
23517	1254
8611	408
153129	247
54514	0
133396	0
3572	2743
79722	1
101928448	0
4214	342
133383	77
166968	403
65056	802
345651	13
10769	11386
202309	0
115827	0
5144	6
55789	266
79993	530
1161	148
91942	306
643155	994
57688	741
285668	0
3796	882
27292	487
51194	530
100130733	2
3350	0
285671	130
401190	183
100132916	1
285672	474
10283	517
11174	29
64105	299
23398	357
373	254
80006	310
54557	361
57486	906
55914	776
140890	1325
375449	160
4064	0
5295	931
64924	786
891	1789
64946	320
92259	215
1022	505
202243	161
102157402	245
6880	984
5884	566
153562	23
100506658	227
728340	4
730394	0
8293	0
728492	0
6607	250
6606	214
4671	22
2966	191
55814	831
64087	1085
9607	0
4131	3316
23107	1359
79810	179
167465	0
3842	2999
115548	488
134285	12
134288	0
2297	260
689	11750
57763	295
84135	301
64283	1224
8507	2753
3074	6910
84340	677
10412	1937
26049	186
51301	3
256006	16
3156	2098
10087	1115
51426	457
728780	18
134359	156
22987	0
10788	32
2151	2260
2149	12715
2150	243
170591	0
1393	0
55109	1168
84327	172
8622	30
55255	452
23440	0
6902	1564
8546	1358
9522	1184
10184	2021
411	251
29958	1
23743	10
635	0
133746	377
9456	93
167153	706
202333	11
345778	274
7060	20
256987	159
84654	0
9765	715
167555	14
340120	0
1719	1115
100462981	57
4437	431
5924	1188
1160	178
84240	355
134526	1
23635	312
83734	88
6228	15683
92270	51
153339	1274
7518	156
1462	2
1404	0
10085	184
1350	4261
5921	711
902	1692
153396	328
4208	81
1070	252
153364	241
10622	211
