Geneid	pOka_M1_3
2906	1
83743	628
3770	11
9266	1132
114783	2
6820	2
54854	1
171169	0
6141	13867
56848	248
1628	350
770	488
126147	21
2524	11
284358	20
54922	5
284359	0
2523	1
26291	0
587	660
51171	458
57664	30
23645	1044
7288	0
4924	3701
27294	9
581	1765
2512	36699
2997	1654
10856	1607
3972	9
1082	1
114336	0
114335	0
93659	0
94115	6
94027	0
4909	0
3743	1
6625	2772
64130	50
55150	11
8541	70
3270	0
54795	146
28968	2
951	6
8463	211
27120	1
147872	1
113091	0
100507003	0
57030	2
55011	1001
126133	326
2323	71
23521	49633
6205	22779
2217	1238
57333	18
51070	579
5639	10
57479	429
6237	1075
58506	1052
3661	581
83596	265
3276	2666
199800	17
126129	429
60385	1
160	2029
80199	265
81857	802
53635	1519
11284	374
84335	1338
79735	548
259307	0
23636	1184
22809	168
114132	0
51231	429
25888	211
126123	0
79784	0
3748	1
9476	6
7376	982
5424	542
6689	1
4606	0
112703	23
284361	2506
126119	442
554235	3
94030	206
84258	3
342918	7
50944	0
6320	25
2854	0
93650	3
84798	1204
3816	0
55554	0
354	0
3817	0
9622	0
25818	0
5653	0
5650	0
11202	0
284366	0
5655	0
11012	17
43849	0
26085	0
43847	5
90353	102
27180	1
27036	0
945	21
284369	0
402665	2
147645	31
2109	828
125875	8
4818	0
3982	0
147646	0
89790	1
100129083	1
27181	0
729767	0
89858	0
946	0
7728	217
8778	0
100049587	0
147650	39
3036	7
2357	1
2358	1
2359	2
84765	12
65251	37
79898	51
59348	89
284370	114
80110	86
9668	81
284371	139
90317	117
162962	47
5518	5122
90321	203
147657	247
162963	1
400713	6
84436	101
147658	0
147660	0
388558	12
55762	9
55769	217
81856	18
162966	18
7576	78
90333	66
162967	1
388559	1
100529240	5
125893	26
147664	0
100271846	0
90338	324
55786	1
84671	40
79788	0
342926	0
317701	0
317703	0
112401	0
91664	92
388561	110
91661	75
126017	10
55422	88
503834	0
91662	0
91663	1183
5582	0
59284	0
59283	0
59285	0
284415	0
441864	0
126014	1
4696	812
29844	189
26121	1157
4849	578
79165	86
147798	7
79143	3294
79042	1085
6203	12843
11025	0
79168	0
10990	0
10288	0
11026	0
353514	0
23547	0
3903	0
57348	2
114823	1472
94059	77
148170	0
3904	0
11027	0
11024	0
10859	0
11006	0
115653	0
3804	0
3802	0
3805	0
3811	0
3809	0
3812	0
2204	0
9437	0
199713	0
55655	0
51206	3
112724	108
54869	4
54776	1028
7138	879
7137	5
352909	60
6861	3
5794	143
255043	49
22870	1610
23640	676
84446	216
284417	0
84787	129
125965	2
284418	0
3589	5
147744	1
388564	49
6158	18875
27338	1466
729956	3
79763	603
89887	74
57106	561
284297	8
646643	1
100130827	0
163033	198
84922	180
147807	127
100507290	287
147808	47
51157	535
51545	546
29903	369
11338	2658
29924	1799
338321	8
342931	7
729974	2
204801	0
147945	0
126204	0
126205	0
126206	0
126208	468
55311	388
85569	0
342933	1
79149	34
147948	0
147949	52
63934	130
57573	76
140612	93
388566	17
58491	130
147670	3
90485	0
23619	0
5178	0
57663	0
114026	0
503835	0
9422	141
6795	5
390980	69
10794	11
125919	34
57343	213
284306	82
147694	109
7565	68
388567	74
57191	3
400720	13
79744	134
374928	49
256051	26
162972	44
55659	82
284307	0
348327	67
7693	206
10520	170
201516	0
90233	113
7710	4
79891	22
284309	158
54807	86
79818	84
100293516	77
84914	252
730051	66
147687	90
147686	2
10172	42
147685	2
80095	77
284312	0
7694	0
65982	358
79673	99
10782	236
27300	450
7554	75
342945	103
1	57
162968	77
116412	46
6193	12757
646862	0
201514	211
7691	60
388569	64
25799	172
55663	242
10998	75
84878	215
10155	4375
27243	1834
9040	1288
7593	255
3803	0
3813	0
57292	0
553128	0
3810	0
3808	0
3806	0
100132285	0
642273	192
26751	295
52	1546
285016	2
129787	477
54221	0
7173	0
7837	12113
23040	0
7260	555
51112	489
55256	999
246243	298
6201	10102
78989	1
55821	0
728597	1
6664	0
129607	0
91543	1
9781	0
3398	182
57498	1418
129642	632
8853	1328
9270	1409
51692	1049
285148	696
6868	1275
10971	9484
9014	300
29841	21
8462	311
192668	21
6241	2369
348738	2
3241	1830
4953	3077
79954	621
245973	16
10130	5460
3754	0
130813	0
130814	220
9475	502
1876	291
9687	84
23620	0
23175	1856
28951	304
151354	146
653602	39
51594	1045
1653	2630
4613	0
81553	339
729475	0
7447	0
79677	929
348654	408
343930	0
3790	438
57665	85
100526794	0
93034	4
130497	34
130502	45
57539	622
4148	67
9741	4487
6382	751
23369	1634
388	980
64342	596
151449	0
60526	377
338	1
100129278	0
114818	554
54454	163
165324	209
388931	2
80304	233
2281	79
51639	1369
375190	73
9540	385
375189	13
653140	0
50618	496
8648	529
391356	529
79172	373
109	611
51277	131
22979	115
5443	0
1788	340
1838	312
55252	652
3797	767
10890	2774
150946	25
3030	4811
3032	1690
165082	12
85465	791
92749	4
9381	1
339778	0
130106	0
3777	0
54978	371
1058	239
56896	0
22924	567
54867	1798
60509	1308
100128731	2521
11117	18
3795	117
10669	449
84696	29
10113	878
339779	0
150921	0
8884	280
51374	2581
790	1209
7781	14
285126	0
57159	1
7349	36
4358	989
2976	1146
8890	738
9784	2163
130557	240
5496	2865
29959	1418
200634	6
26160	356
64838	71
2646	1
84226	36
84450	935
79635	66
11321	907
9913	1095
22950	708
9553	563
64080	113
9577	995
2355	1907
151056	17
5500	4061
245711	13
55006	187
23160	1572
165186	3
388939	0
79745	1144
238	4
51646	876
81606	5040
253558	272
92291	0
79623	0
440854	2
30845	295
7498	2
6716	2
51072	397
84661	762
6683	235
55676	553
58484	22
84272	504
57448	1692
55622	450
4052	410
25780	211
25940	1142
51232	11875
9637	1132
5212	0
6801	926
54497	573
253635	262
5610	457
391365	0
10153	1031
55471	311
23683	756
25797	6
10602	445
151393	33
1545	613
64225	613
92906	708
130589	468
6432	1565
79833	194
90957	568
729967	204
100271715	2
6654	874
344387	0
8491	573
130733	20
80745	138
6546	123
400950	0
91461	2
27436	696
9167	1853
170850	7
57504	760
165140	1
23498	0
678	1028
63892	432
130271	255
728819	0
51626	287
64240	1
64241	1
10128	3094
5495	609
6519	2
9581	2172
79823	100
6496	1319
10736	20
55133	285
5581	65
2034	2312
388946	0
90423	25
23433	1821
5281	195
9419	345
9655	402
90411	4215
57217	957
285051	4
805	7137
4072	0
4436	919
56660	31
2956	1385
80204	891
3344	274
129285	378
286749	0
11037	118
11036	0
3973	0
2492	3
9378	3
51130	14
100302652	0
494143	97
27248	1193
10936	12
23198	938
98	144
388951	1
129852	2
6711	9832
400954	40
57142	7448
130162	115
6233	9662
4528	643
55704	782
112942	744
57223	1364
87178	620
2202	8347
114800	229
7444	189
55120	363
53335	9
64895	213
5966	155
150962	72
5194	342
84542	247
339804	79
130872	792
9736	2429
7514	3682
84140	153
10575	3709
150684	293
10678	307
200728	92
23301	738
5013	82
51057	96
4190	3623
7360	1638
51542	500
57162	78
29094	317
54812	521
9792	619
6509	315
23177	689
5861	2563
10097	4101
200734	696
4211	112
54465	478
10438	350
116143	276
56902	343
5534	892
25927	351
5341	0
554251	9
200558	71
10887	0
9938	1
27302	0
200504	0
56287	0
84168	5012
2673	1069
27247	490
22848	513
307	1354
64395	361
11017	754
4084	238
151516	5
5093	3143
54980	168
7072	1275
51449	2379
6637	762
84908	931
7039	348
119	0
344018	0
165530	0
50489	0
25806	34
525	12
79998	2
113419	2034
55577	563
84693	74
10199	497
400961	95
27332	1784
8291	415
56603	299
23233	467
6697	753
2016	12
94097	234
26056	1613
344022	0
10322	691
84279	243
10574	5612
150726	530
1961	0
7840	454
9027	1
51471	0
51002	265
8446	387
388960	0
10617	1192
72	0
1716	747
200424	215
388962	374
55233	1935
10797	915
57835	57
1639	3968
388963	75
84058	866
6242	373
83444	387
23559	1082
7841	1346
116540	537
84865	170
64427	443
85474	3
84759	202
3196	0
165545	4
550	1918
27429	385
84695	29
1796	273
130951	1
10505	592
3099	779
56655	436
6869	1
84141	1202
9801	853
6936	314
80059	0
130120	0
5968	0
5967	0
5068	0
1496	0
347730	0
8802	1594
1768	5
129293	146
9168	18584
56888	954
83439	54
10618	4625
54884	1892
84173	193
822	51
284948	68
4144	8833
2677	835
8673	18
10791	934
51255	1357
129303	244
388969	561
10713	981
6439	0
10578	0
84913	331
8869	28
25885	960
55037	1432
10989	2010
51318	683
65055	3
55818	1469
100526767	0
51652	7
7844	521
64795	615
925	0
926	0
400966	0
5343	4
5342	2
729857	0
51315	440
150572	0
2168	0
55258	163
344167	0
200523	0
9451	902
22934	187
150483	0
4118	0
64969	991
84874	353
7549	122
150696	3
30818	16
51011	524
653192	0
129868	0
400986	73
150763	24
151	0
431705	1
1844	3
56910	1993
55654	1280
9391	1415
23020	4661
150771	28
23397	634
93082	1
10865	177
55683	1171
90342	4
81562	694
26504	240
26505	506
200539	38
51239	132
54910	289
51252	0
151313	108
375248	85
57730	40
1329	2295
10120	924
7535	0
23505	1180
200403	3
1261	1
3631	438
493753	377
25972	505
11320	94
343990	48
80705	42
150590	42
51601	66
129531	249
51263	953
254773	2
129530	7
10190	623
9669	2516
51455	641
3899	204
164832	0
9486	178
129521	0
79031	227
4862	109
6160	10482
11138	270
55571	786
284996	492
200407	9
731220	0
9448	2950
7850	0
3554	30
8808	1
9173	0
8809	0
8807	0
389015	3
6549	0
84804	108
130827	52
5455	0
64965	491
11250	0
9392	869
79074	480
2274	2095
8440	390
84417	0
80146	546
653489	3
84620	48
285190	23
60482	0
442038	0
6819	251
27233	0
9648	808
3987	729
5903	2159
165055	73
10913	0
344558	0
151011	1209
65124	122
84220	0
729540	0
96626	0
100288695	0
7851	0
4867	126
699	1063
55289	3
10018	475
64682	1316
10461	75
84910	621
129804	316
84524	161
376940	130
727851	57
150465	1163
84172	748
84269	268
6574	1119
150468	691
3552	8
3553	58
27178	1
56300	0
27179	0
27177	1
26525	0
84639	0
3557	4
23550	218
7849	124
150472	330
200350	15
11159	178
80255	773
10096	3328
57628	141
8886	1350
54520	1180
51141	789
2019	0
8685	0
165257	0
55240	1521
130355	65
1622	3166
140738	1022
6344	20
200373	4
80775	217
5775	432
57669	370
79134	683
5899	906
3625	0
2736	0
29842	0
23332	1080
84365	919
7247	1268
129684	0
2995	12
274	851
339761	26
2071	943
10746	833
5624	0
55677	926
4648	0
55679	3
2840	0
84826	246
55339	876
5433	471
83607	544
79595	808
56886	2104
9394	628
84084	1
728378	0
91409	59
55627	1266
80097	2022
112714	0
84317	346
92856	753
26469	336
653269	2
653275	0
55997	0
653781	0
344561	0
205147	0
50649	31
130074	2180
55041	3253
445582	2
150786	0
113457	6
653784	1321
90557	268
29798	35
408029	0
646915	0
2863	3
116372	0
344148	0
4249	688
81615	45
130013	16
905	571
80122	0
22930	1649
84083	153
23518	774
23190	3599
3938	4
4175	1365
1615	2479
7852	327
80731	1
3176	427
339745	375
11249	24
53353	46
8942	1
55843	1
79712	193
9839	1144
92	115
5000	576
55777	316
26122	385
3800	482
130576	143
130574	606
27249	1468
390	4266
375287	261
9111	72
7130	11
55183	929
4703	67
26225	730
785	168
10254	590
114793	1429
55660	2625
151188	450
56475	206
114805	980
100144595	10
3760	1
4929	32
2820	701
11227	50
57471	1
9595	3
130399	14
90	482
151531	9
130940	308
8502	2262
92196	10
85461	1369
151525	163
29994	605
64844	1707
9936	3
100526664	0
4065	1
22925	412
3694	8
5937	1193
10010	710
10213	1373
10716	3
57282	69
1803	558
2641	0
2191	689
64135	335
25801	887
90134	3
55137	31
2888	11
22837	218
151258	1
6328	0
6326	91
80034	86
2591	10
79809	230
6323	1
6335	0
6332	1
129446	0
8708	30
27347	549
253782	800
115677	13
57405	275
57818	0
8647	0
10170	3
4036	0
129880	169
10324	6
79675	248
9360	996
129881	11
493911	40
100526832	0
151230	6
6741	2290
29081	475
130507	649
140469	11
389058	54
285141	101
2571	228
26003	2324
9874	666
79828	220
80067	278
79901	2495
1781	2333
8604	381
8520	856
254042	131
1745	8
1746	0
3655	1572
5163	1211
11069	26
51776	1032
83879	163
6670	956
29789	3733
100131390	0
9541	646
79634	423
151556	189
7456	365
1134	0
1123	242
1386	1057
518	2752
80856	953
344191	0
3239	0
3238	0
3237	0
3236	0
3235	0
3234	0
3233	0
3232	0
3231	0
10651	404
220988	6139
4780	1951
8540	1790
150737	138
92104	314
50940	17
129831	138
114880	60
8575	521
494513	29
51661	155
65977	344
7273	300
285025	1
91404	258
151126	14
57703	528
10477	805
3676	937
375298	0
4760	0
6744	2723
151242	19
5136	32
54431	2502
2487	15
10787	3625
142679	24
129401	229
91752	15
401024	21
55854	1179
3685	12343
165215	176
151112	0
10203	11
7035	1946
51454	348
116093	0
1281	2
1290	1793
84128	655
30061	64
54529	776
150709	27
64172	141
94101	847
5378	471
2660	3
84281	18
26275	449
3628	418
54842	702
100131211	118
4664	579
2744	2172
6772	1892
6775	3
4430	867
64859	768
8436	17
23671	161
57181	554
56171	22
9262	217
57520	15
284992	82
9330	780
401027	15
80055	211
91526	71
23451	5796
80219	371
3329	9219
100529241	1
3336	497
25843	0
130132	3
92935	200
66037	0
5334	4
23314	307
205327	298
129450	209
79568	277
26010	3346
130535	297
151246	448
316	520
9689	2689
1195	1173
53938	437
60491	446
4999	448
285172	286
4709	759
8837	586
843	50
841	168
130540	12
66008	3763
55437	2025
151254	6
65062	665
58538	16
57679	1260
65061	0
8324	28
100652824	0
7341	2153
51602	1181
659	1133
150864	150
130026	49
55759	542
79800	129
65065	326
57404	203
10152	1657
65059	601
940	0
1493	0
29851	1
117583	705
8828	336
54891	230
4719	1324
1933	7023
2825	6
57683	240
8745	174
200726	0
391475	0
130752	64
22868	787
130749	0
8609	736
1385	667
151194	222
151195	327
7855	167
389072	160
1421	0
1420	0
1419	0
1418	0
389073	0
3417	1488
200576	727
5746	0
4133	313
285175	50
6120	913
151050	187
33	54
4632	0
10314	1586
1373	678
2066	330
22807	65
100130451	2
79582	361
402117	0
580	215
26154	18
471	2025
2335	5583
55686	78
55825	231
92691	5
7520	8332
57574	662
50485	437
6168	15293
3485	1
3488	30
7141	0
7145	473
285180	0
3579	0
3577	0
10109	5143
151306	2
14	1528
25953	579
64114	2527
375307	2
6556	10
58190	1277
7429	0
57695	397
9125	1046
84812	88
7701	338
617	293
64320	357
27148	764
9654	311
1593	211
53632	0
7475	0
80326	0
8941	7
54738	0
1412	0
255101	1
3549	0
79840	145
151295	15
27013	935
79137	2058
130617	318
10058	383
79065	1425
55139	809
79411	263
8576	556
7277	3191
3300	918
5798	13
389075	0
23549	623
1674	3
10290	1306
100996693	9
29926	627
55515	3
79586	4783
130612	56
23363	1342
3623	14
114790	277
6508	334
2043	310
5077	1
151278	0
130367	4
10056	1286
116255	0
2181	1221
23704	0
7857	49
130340	615
57590	1744
65080	502
5270	471
79843	1
8452	1211
55619	30
57624	72
3667	1024
84236	271
1286	518
1285	392
56947	1784
79853	0
3267	1409
56918	0
80704	19
6364	11
164781	260
80309	0
55022	130
92737	104
9320	3036
130888	122
151473	85
3431	244
11262	12
93349	319
6672	1148
51719	1021
81618	1251
9290	1
130560	0
257407	93
5707	2821
3357	2
80210	1358
93010	2
4691	10714
10316	0
165100	0
5757	16096
5147	381
64708	546
4880	0
129563	381
250	0
251	0
248	0
9427	0
646960	0
1144	0
1146	1
200765	105
9470	1128
80303	1
26058	1574
3769	1
389084	1
25791	54
4759	0
3635	32
55054	385
6295	0
8527	464
55230	1017
54576	0
54575	0
54600	1
54577	0
54578	0
54579	0
54657	0
54659	0
414061	0
54658	0
339766	0
55355	877
79054	9
6694	0
10123	2902
23677	1790
116987	735
2637	20
401036	2
79781	3
57007	530
10920	1067
1293	1
79083	1
51052	0
64284	35
9208	1627
375316	6
10267	2
140739	379
51540	329
339768	56
377007	17
151176	5
80895	272
55502	85
8864	48
26146	305
51665	490
117581	0
9759	97
4705	1488
389090	0
643905	0
150681	0
150678	400
150677	0
2817	5400
51281	98
285193	22
57140	1279
11132	335
2859	5
653437	0
375318	0
547	0
189	0
79919	0
25992	56
130916	369
23178	266
5510	1459
50636	42
3069	13921
4735	10883
9855	186
10494	2362
666	1555
51078	806
23192	725
1841	917
84289	204
728294	319
64090	0
129807	0
5133	0
285093	0
245938	0
81623	0
140850	0
245939	0
140881	0
400830	0
140680	234
85364	352
6666	1173
80023	1352
57761	339
10616	1335
128637	698
1457	2212
6939	0
140809	1182
85508	0
113278	0
83541	79
51378	0
343637	0
9491	1729
55321	1
400831	2
642636	0
9751	107
27111	16
2280	6426
55968	1468
284759	0
128646	0
10326	19
55423	0
140885	957
5173	0
140901	517
388780	0
7053	6
343641	0
6628	2557
79175	242
117532	1
10528	2394
3420	1507
57593	76
56265	0
128653	0
100288797	0
64773	580
64601	271
5786	1413
2797	2
64949	549
5020	0
551	0
22888	161
60493	471
9762	176
65992	689
3704	898
83959	91
25943	332
8455	2041
64096	0
80332	0
6614	5
116835	6
54976	862
25876	19
1059	2185
994	1089
55317	243
57506	1922
80025	467
11237	216
54498	69
146	0
5621	4208
23627	0
9770	178
9962	1371
29058	2264
5111	2861
8760	1416
128674	0
56261	596
149840	33
1114	0
51605	396
84515	419
54675	580
164312	0
55612	14
650	226
54363	0
56255	341
23236	3
5332	4857
24141	0
57144	0
63926	20
6616	0
8195	534
128710	38
182	462
22903	611
55304	199
140862	1
55617	114
51575	435
79133	136
80343	0
140733	5
23767	23
55614	253
6629	1188
56914	0
5126	0
631	89
11034	3889
6238	1548
140836	0
27131	2303
92667	497
58495	0
100303755	31
57325	269
7692	218
55184	90
10621	262
10741	549
10483	1548
92675	641
100128496	0
140856	0
57419	1
54453	870
51126	1042
51340	474
26074	1
3642	0
57186	499
55857	117
22803	2505
644524	0
4821	0
5075	0
3170	0
6754	0
7056	58
22918	0
29107	238
64412	387
63908	303
128817	0
140880	0
10047	0
128821	0
128822	0
1471	3711
1472	0
1469	0
1470	1
1473	0
92086	0
79953	0
8530	1
57136	2950
84532	0
30813	0
955	1090
5834	1771
26090	2580
9837	322
22981	278
140838	164
26152	492
245929	0
245930	0
117285	0
245932	0
245934	0
245936	0
245937	0
28954	0
81502	3086
3397	900
84701	0
598	6602
22974	3086
85366	8
2307	42
128853	0
164395	0
81572	259
343702	0
140706	1
3055	0
9777	1286
5326	391
23509	1826
9371	1449
171023	1706
140688	502
284805	0
149951	710
1789	104
22919	2233
140732	0
80341	0
128859	1
359710	0
149954	0
140683	0
128861	0
51297	0
92747	1
51654	357
6640	592
9139	333
63941	317
128864	6
170487	18
1869	436
11264	182
84905	44
128866	1778
22913	1793
8894	2161
434	4
191	3586
83737	898
83658	2159
84557	68
128869	659
58476	1064
23054	932
2686	587
55902	494
2937	899
57644	12
26133	2029
55741	1285
10544	1551
10893	1321
3692	3264
128876	0
55245	975
8200	124
11190	1226
140873	0
51614	4627
6676	445
8904	1702
10137	1251
9054	583
140823	507
9584	2652
51230	825
51282	755
140894	4
2036	2454
25980	657
22839	786
10398	4360
60436	315
100527943	0
55969	249
84174	0
57446	671
79980	371
140710	549
140711	33
25939	313
5933	424
140699	48
6185	8484
2691	0
63905	1432
6714	1342
10904	804
4826	4
56259	628
128434	7
9675	605
58490	529
7052	1847
85449	11
671	0
3929	0
57148	1293
149685	0
343578	0
140679	0
79913	163
26051	1
81610	652
60625	219
9935	0
100128988	0
7150	2312
5335	1445
23051	653
64900	350
90187	1
84181	906
11122	0
6431	2858
26013	89
10110	6
51098	413
4605	1201
149699	0
84969	280
57158	377
51526	681
78997	0
128486	49
140902	0
3172	0
79183	341
10955	1997
11142	812
100	243
8839	70
60598	8
140730	0
7529	4683
80336	264
10953	1947
6789	887
3787	9
149708	0
128488	1
5266	2
6406	0
6407	0
6590	0
8785	1
11317	1
6385	2784
90196	733
27296	2
55861	733
51604	4036
10406	0
10816	0
140870	0
100526773	0
57119	0
90199	0
259240	0
140832	0
259239	0
280664	1
164237	2
391253	0
140686	20
116092	505
11065	1043
7125	3
90203	270
10005	335
140831	75
90204	233
128497	14
140825	17
5476	7750
5360	649
63935	598
63925	358
4318	4
57468	35
57727	549
958	0
64405	0
51006	813
63916	497
55713	23
128506	0
64849	19
112858	447
81031	13
2139	0
23613	1986
8202	577
55959	102
57580	180
10564	1036
1434	2905
6780	2177
55661	1007
57169	1978
3745	82
5740	94
9334	939
23315	351
9825	229
55905	905
6615	15
387522	0
7335	31
387521	313
1051	490
100506115	6
5770	1550
140876	4
84612	111
55653	120
23394	1867
8813	801
27304	159
3755	18
4773	208
10079	614
57167	0
55734	203
128553	1
7764	2008
8537	2
1591	3759
5203	356
55816	0
140689	0
4159	0
116151	1229
6790	958
1477	742
57091	1
51507	1415
140687	4
200232	0
388799	0
7022	0
655	0
23626	0
8480	612
100462983	0
55544	190
140690	0
5105	0
81030	0
56937	567
128602	0
140731	0
57403	668
9217	1174
164284	19
8675	1599
79716	335
2778	13140
51497	1396
1522	2948
81027	17
514	1984
51012	1281
128611	0
1908	0
116154	0
10388	5
63939	174
5509	103
60437	0
284756	0
1002	85
6874	241
149986	715
5688	2275
26039	300
26164	317
11255	0
9885	449
11047	2140
3911	1076
6227	3784
81928	333
140893	0
140628	0
128826	0
28231	385
4923	0
55257	356
11054	826
1299	1
10732	522
100132911	50
11083	1475
54994	624
63910	24
128408	0
54915	918
79444	12
128414	5
55738	1147
57642	4
1137	1
3785	0
1917	0
79144	2214
5753	4
6725	3
79025	0
85441	331
26205	278
50861	4
51750	356
8771	26
10139	397
84619	293
54923	68
56731	835
140685	35
140701	65
7165	2279
80331	1424
54963	446
57473	742
140700	174
24148	1696
54345	0
6919	587
10287	126
4987	4
198437	0
2832	0
4661	0
55251	583
7179	0
85319	0
85316	0
85318	0
85317	0
574	0
317754	0
149998	2
54033	1
6782	918
64092	0
388813	0
8204	1427
29761	974
1525	1007
10950	866
54149	167
140578	0
5651	3
4685	2
54148	376
58494	12
522	1638
2551	589
351	25525
116159	0
9510	149
11096	47
29104	110
26046	926
10069	391
10600	669
10694	4161
56911	51
571	500
2897	2
26285	0
9073	0
643803	0
100131902	0
388818	0
643812	0
337963	0
337959	0
140258	0
337960	0
284827	0
254950	0
337882	0
337969	0
337970	0
337971	0
337972	0
337973	0
337974	0
100288287	0
337968	0
337967	0
337979	0
337966	0
337975	0
337976	0
337985	0
100288323	0
337978	0
337977	0
337879	0
337878	0
337880	0
728299	0
7074	178
6647	3562
57466	652
30811	0
54069	196
56246	3
9875	807
59271	40
140290	3
56683	581
8867	235
94104	741
56245	2
10215	0
116448	0
3455	207
3588	490
3454	1014
3460	838
757	415
54943	35
2618	1555
6651	4784
29980	614
9946	381
6453	913
539	3035
64968	1385
6526	2216
9992	1
54065	0
102723553	0
101928147	10
3753	0
1827	246
54102	2544
861	300
54093	250
873	1287
874	106
9980	300
23515	379
8208	393
23562	21
6493	19
3141	569
53820	11
51227	335
7267	4916
10311	855
1859	418
3763	0
10281	0
3772	0
2078	0
2114	449
8624	663
54014	1086
3150	3570
106865373	0
7485	518
150082	22
6450	9
10317	9
150084	24
5121	814
1826	0
25825	3031
191585	4
54097	0
4600	2
4599	20
7113	0
54101	154
63977	157
25966	414
49854	428
89766	0
9619	0
7033	0
7032	0
7031	0
64699	0
53347	0
89765	0
54020	0
5152	0
10785	160
4731	672
90625	1
5316	252
875	829
102724594	6
7307	0
1409	0
102724652	0
102724428	1
150094	0
11077	48
23076	1195
8566	3547
1476	3653
8568	637
56894	2049
7109	888
5822	303
8209	1533
23308	62
29947	1
326	0
5211	3735
755	343
7226	4
81543	1
54084	0
386677	0
386679	0
386682	0
386672	0
386680	0
386674	0
386675	0
386681	0
386676	0
353333	0
386678	0
386684	0
386683	0
353323	0
353332	0
386685	0
7327	1431
6612	1843
754	7033
3689	2
85395	271
104	145
23275	861
80781	9897
6573	291
54039	2
1291	548
1292	3
10841	4
84221	198
4047	2653
8888	870
54059	196
54058	284
5116	850
23181	748
6285	2
3275	1638
23784	0
81061	0
150160	0
150165	16
128954	0
23765	548
27439	7
27440	563
51816	0
27443	1
83733	11
101929372	3
529	2364
23786	3276
637	261
57553	1347
55670	827
51807	9
11274	30
8214	157
5625	36
9993	2831
8220	332
23617	0
2928	0
6576	3285
8218	174
7290	703
64976	750
128977	360
7353	864
8318	432
7122	2
5413	101
2812	13
6899	0
54584	73
79680	484
10587	379
1312	2271
421	541
128989	390
54487	604
27037	558
5902	2566
29801	668
388849	2
65078	80
85359	761
728229	1
85376	5
7625	140
91179	113
84861	418
51586	1749
5297	1597
3053	0
9342	855
1399	780
150209	1
8216	839
80764	426
9127	46
6545	0
400891	0
440804	0
23119	55
645426	6
150221	2
7332	2609
150223	472
164592	3
23753	271
23759	736
29799	117
5594	2313
9647	1143
8940	400
7441	0
140883	74
129025	0
23532	0
91227	0
100423062	0
27156	0
2781	38
9609	1
613	806
3543	0
51233	6
266747	152
7621	62
29802	0
150248	0
400916	451
4320	77
6598	1015
91319	104
66035	217
4282	10285
100037417	35
1652	521
2953	0
653689	0
391322	5
2952	318
23523	943
56241	2
2687	0
23384	1253
135	9
51733	0
83606	1170
6634	2206
2678	30
388886	40
440822	0
129049	2
255349	0
85379	696
1417	5
1415	2
91355	46
157	183
84700	0
23544	0
57168	46
89781	767
402055	248
24144	673
8459	304
1414	0
1413	0
284898	0
105372977	4
4330	518
23760	424
23331	751
11200	219
150274	124
150275	388
7494	1479
84133	145
25770	0
83999	480
129080	0
25807	342
2130	3435
10634	300
10633	3
162	1892
5988	1
4744	0
8563	758
8508	2817
4771	1151
164633	0
55954	271
29796	1554
84164	1173
8897	952
150280	1
3976	2420
5008	0
652968	157
83874	294
10291	1990
550631	92
200312	286
23541	1770
51537	527
266629	0
284904	0
730005	10
9514	2
23481	1545
6948	486
339665	215
150290	49
23762	123
22880	531
6525	705
140606	655
27124	99
50487	0
91445	1307
3985	1032
113791	327
23598	542
4733	952
56478	495
9814	288
23761	438
253143	507
9681	218
25775	1
7533	1958
6523	0
150297	0
10739	0
6527	0
10738	1
51493	1207
254240	0
25793	1574
8224	3
7078	5244
9215	78
91464	0
10042	616
10043	762
3162	449
4174	1412
23551	214
4151	1
80830	297
80831	0
23543	1354
80833	2
80832	1
23780	476
8542	19
4627	36356
25828	1430
80020	346
8664	4892
10369	0
11020	241
5816	0
4689	0
1439	0
339669	0
7263	202
4357	606
79734	280
164656	2
3560	0
114904	218
6753	1
5880	50
27128	16
114794	90
4242	1
29775	215
11135	2102
3957	6
26088	776
23616	27
57026	537
3956	12898
79159	311
11078	5523
3005	982
23464	148
8484	0
129138	392
51386	9806
85377	1763
84645	314
5435	606
6663	1
9463	488
23539	13
80115	15
8398	204
23764	145
25829	1635
1454	23
102800317	33
3761	0
11015	563
10521	6173
11144	7
646851	84
25776	351
56993	1400
9929	1125
9567	732
25777	2024
10126	476
23467	2913
23466	2050
100913187	0
200315	0
9582	330
27350	22
140564	0
200316	64
60489	0
164668	20
23492	350
5155	102
6122	46517
9145	464
10454	591
4248	2
54471	849
468	4355
91582	602
8911	0
150350	0
9402	1
113828	0
23112	521
158	1195
27352	653
57591	412
2847	0
10478	488
6767	7923
63929	213
150353	1
9978	906
2033	1463
83746	542
150356	1
5905	2199
23264	2433
7008	262
10766	1109
84844	541
50	1468
171568	629
27254	5
5372	499
27351	931
2547	7033
4809	2545
79640	342
150365	3
79879	51
6721	6767
440829	0
115650	4
79019	408
55964	28
164684	0
4668	789
150368	0
91689	417
4700	957
1565	23
6942	788
150372	0
27341	1271
253190	62
84271	1428
1727	5487
267020	0
53947	93
26286	710
11252	1230
25809	261
638	5
27349	373
706	2737
23170	1168
80274	0
758	0
64800	12
25830	0
150379	1
80339	597
25813	1028
29780	558
64098	0
85352	0
84247	995
55615	39
553158	0
23779	0
112885	4
10762	1178
23313	1108
7380	0
55007	168
27127	1
26150	0
2192	0
