Geneid	pOka_WT_2
55687	375
9620	1378
23151	375
64781	1647
25771	643
25817	0
348645	0
23774	554
9889	547
79087	520
79174	723
415116	551
400935	0
23209	0
54456	2
56666	123
80305	833
83642	540
85378	621
83933	360
6300	469
5600	38
23654	13586
414918	117
9701	963
6305	1017
79924	11
55586	0
91289	1569
29781	554
9997	3
1890	13
440836	1
113730	0
644186	0
1375	237
1120	279
23542	9
410	551
85358	54
49	0
11158	401
10752	0
27255	4
152330	142
3568	0
51095	252
51185	535
57633	1953
6419	154
285362	1716
3708	284
8553	3805
55207	1975
9695	1274
2917	0
29995	190
51066	0
859	0
5021	10425
56852	592
9901	26
25917	668
55209	1652
375323	4
64419	712
151835	8
7862	458
4968	244
8536	523
10474	1588
10093	1613
100526693	12
26140	52
285367	436
63924	0
84522	768
132014	144
84818	487
78987	670
285368	151
55831	907
401052	30
2177	451
115795	0
55845	2536
7428	734
3656	89
9797	703
51738	3
6396	1519
491	4
6538	3
6529	0
3269	25
10533	468
9686	875
132001	95
6854	1
7079	9
5468	371
80746	231
100129480	6
23609	591
5894	1414
55287	0
23066	6
6161	19418
9922	638
23225	2698
79885	298
2199	0
7476	0
131474	211
79188	1829
7508	950
27258	950
6533	1047
80852	0
51244	375
84077	8
152273	0
7182	1012
64432	799
64145	477
23473	655
9467	453
131965	301
85403	591
8292	31
26061	319
686	367
23243	1053
117248	8
285381	444
92106	180
23180	51
1618	0
23228	137
9779	1085
339862	0
6304	563
131096	3
151651	5
5868	1216
151649	4
8850	600
151648	237
79750	1
7325	463
7324	1640
28512	256
6138	33756
9975	1025
7068	80
5915	695
7155	2441
55768	560
54995	240
116135	0
152110	21
9497	994
8320	16
152100	213
64343	583
152098	25
27303	212
7048	1065
339896	0
201595	3364
114884	263
344787	12
23171	672
152189	123
112616	731
54918	1140
51143	582
25904	551
131405	0
1233	0
2720	3390
643853	18
10491	11232
26032	524
25827	416
7342	1294
23122	612
10015	3325
10777	1
6769	454
85443	1
9881	36
9852	809
4292	776
9209	1313
2803	2510
339883	21
3680	35
10217	632
50853	50
5333	287
9940	6
30	940
4615	515
9943	1526
9390	2
9389	1
9942	120
93	211
9941	177
6331	245
6336	0
11280	0
57599	680
64689	727
199223	46
64651	458
165904	0
1524	0
1237	0
54977	493
3921	28299
4336	0
25924	161
10289	685
956	9
9045	10971
285267	33
253639	35
285268	518
1499	4561
54986	57
22906	1332
885	0
131375	0
7433	1
9117	827
51188	229
4820	1334
92999	742
131377	0
57467	2
152206	2
25994	1662
1238	0
1582	1
389114	4
100506243	0
729085	0
84892	552
54861	493
55129	892
51099	376
375337	0
285343	509
353274	250
285346	30
55888	68
285349	1
10168	374
7584	161
91392	3
115560	0
57456	750
56992	337
131616	368
7047	3
51304	1527
23016	397
7123	3
64866	327
25907	239
23395	625
8994	827
22908	735
54716	29
54585	633
10803	1
79443	1319
10663	4
2829	0
1230	0
1232	1
729230	0
1234	0
9034	8
4057	0
83597	0
79442	19
6997	0
100132146	0
259173	220
259236	1
29122	0
100287362	0
377047	0
339906	0
4634	0
5745	14
151903	386
23218	924
29072	1525
64147	72
23276	395
25930	837
22937	1201
54859	391
10675	111
6599	1627
22907	1438
4134	7054
993	245
820	0
51385	160
10201	250
646424	0
285231	1
5364	1266
79714	478
51372	1528
84126	196
11277	334
51246	2860
5210	464
90226	11
1294	422
7384	3213
440955	1
65010	300
1951	464
51517	891
51447	1338
5576	336
788	196
646450	12
10425	1399
54681	1223
11180	2535
55152	438
25915	1436
3615	5356
54870	1307
5859	3499
10869	1068
3913	10377
64925	431
200942	504
646498	0
339834	7
375341	79
7375	753
2876	7066
387	12095
6988	638
275	39
84276	236
1605	2771
8927	11
327	1915
4485	113
63891	836
386724	75
29925	266
9807	1241
389118	3
389119	11
7318	103
10293	182
79012	1
4486	67
84315	168
10180	1008
10181	1556
6405	90
2779	0
10991	3
2771	5072
7869	6564
132228	8
7866	800
8372	162
24142	161
3373	97
8692	827
11334	579
11186	310
51364	17
10641	324
11068	171
11070	1110
9254	2
51161	271
51409	271
1154	8
7867	2923
1795	164
7873	1682
29890	1316
9730	639
23132	124
51368	717
2912	0
440956	0
401067	0
389123	0
389124	0
132141	0
9136	320
10039	661
118442	2
57060	2567
84836	1543
100526760	0
25864	516
95	17
6159	18889
1849	712
25886	351
211	673
54106	2
11344	1132
132160	241
80335	1845
132158	80
25981	122
8314	1959
51533	81
56920	2
7134	63
11188	2095
23166	2
64943	4081
440957	211
55193	1030
26354	1824
55830	1069
28972	2117
6787	393
3697	3
3699	6
3700	8
389125	9
100526772	0
375346	247
51460	130
91869	428
5580	383
7086	24861
55802	649
776	90
55349	86
55540	80
93973	430
58515	503
55799	0
57408	0
7474	285
26059	66
285331	218
23272	1547
50650	1540
353324	20
54756	253
8820	14
26060	1043
142686	10
201625	13
201626	493
378	4201
201627	267
7871	830
2317	7208
1776	0
57406	237
11102	382
54899	417
5162	1465
200845	215
8309	91
11170	11
131177	0
200844	70
2272	89
5793	271
57415	188
55079	0
8618	0
132204	0
132203	1
80145	823
6314	692
9861	1385
166336	303
56999	95
9223	412
115286	329
26018	254
84541	37
8801	1499
407738	0
151647	0
285203	218
7110	879
9039	1228
10550	3665
56203	0
23150	313
4286	2536
27086	407
317649	13
2850	0
60675	0
23429	564
55164	310
727936	40
151987	1114
55096	18
23024	149
5067	51
100288801	0
100131827	2
6092	0
6091	636
2632	1753
253559	7
389136	809
25978	981
5449	0
3355	0
8545	1690
55279	448
285237	426
2042	58
5627	4362
200894	323
415117	0
200895	172
63899	57
285220	10
84100	54
131544	295
84864	284
200959	0
81050	0
26341	0
403273	0
403274	0
79295	0
79310	0
403278	0
403277	0
26339	0
402135	0
56650	1024
2838	0
1371	581
10402	230
131566	20807
1295	5081
84319	499
11259	576
55773	1013
56954	684
9868	1427
348801	45
55076	219
84873	2
10342	2212
25890	70
50939	8
57337	176
54931	547
57092	2731
6222	199
27107	640
6152	11700
79598	298
91775	939
64332	139
131368	1
214	6483
868	709
84692	0
56987	1812
961	1057
55081	641
11148	0
22989	100
57650	612
9666	405
84666	0
50852	0
9626	0
27136	4
151871	0
55211	0
25945	625
10225	1
79413	0
257068	29
90102	1908
55347	518
29114	0
344805	5
79669	135
257144	29
285335	7
4345	6
151888	4
64422	897
55032	463
151887	3017
344807	0
131450	1
29083	227
25871	845
91653	595
55779	284
152185	240
54847	0
205717	216
80218	2425
523	950
54762	29
254887	85
57577	131
79691	350
1814	0
7634	1
201633	0
26137	704
2596	0
4045	9
152404	1
152405	0
7348	0
8702	404
57514	258
55254	584
56983	417
51300	1319
941	2
141	100
51365	25
64091	41
10063	402
89876	104
8856	0
2932	927
165829	1
116064	996
11167	8106
4710	1426
3081	2
285282	580
2960	248
9515	0
10721	370
503582	0
51725	0
3059	10
2804	2826
9657	218
55840	14
6565	5
286676	0
942	0
846	0
1475	0
131076	265
26355	1451
54554	175
3836	1513
83666	596
151636	454
165631	1
54625	706
79663	82
84925	343
54437	13
10954	1168
26984	381
111	6
201562	355
4638	7687
64770	1694
54763	0
8997	484
7372	659
3693	10469
56667	5
57493	4167
84561	638
7707	854
8723	605
114885	393
200810	20
152015	2
54946	1028
10840	33
28999	14
348807	0
79364	508
131669	0
166012	27
152065	0
645840	0
114112	117
84303	210
5361	1114
285311	0
131601	1065
4171	1265
50512	1627
80325	224
11343	357
166348	37
29927	5693
8607	1120
60678	296
165721	0
2624	23
6184	5558
7879	6280
28976	935
57501	2
79825	0
2815	0
100534599	0
339122	35
57461	205
7555	4186
22820	3150
56941	782
8971	1825
90288	7
8930	524
55764	390
6010	1
132243	0
23129	1528
23023	345
7200	0
644974	11
256076	0
131873	4
30849	595
27032	1380
28990	104
79858	63
131870	870
11222	1891
131034	1
55	0
23317	1434
84129	316
51554	4
79876	595
27031	345
66000	0
8419	0
55573	3187
11073	1084
7018	0
58477	667
51560	43
80111	0
6578	0
6259	839
51421	4502
25847	799
80254	392
339855	0
2047	11
5523	433
55167	412
5096	782
10274	723
80723	163
4690	496
53833	3
8403	0
51208	8
199221	111
51146	6
51163	271
25852	534
347736	13
22808	360
83850	2
80321	284
55179	131
5291	586
668	0
401089	0
729627	0
389151	0
389152	0
56945	665
9276	2881
5948	1
5947	159
349565	95
64084	1797
287015	0
55186	1668
92369	14
92370	152
253461	3236
5922	231
9616	1046
131890	0
483	1962
7029	1099
256356	210
54464	542
545	625
5357	492
7220	282
26577	187
344838	5
23350	2028
9435	489
285195	71
205428	822
5352	8930
57088	379
57047	0
5359	343
389158	0
84107	0
7545	0
185	0
1360	1
1359	0
2992	558
6596	1365
84343	1069
1356	52
116441	1112
4071	4645
7104	2
25937	1536
51122	598
389161	0
11342	2165
5217	2899
653659	50
9819	544
27230	2044
83939	2039
51714	1577
131831	3
6478	572
7401	0
116931	126
29909	0
9934	0
53836	5
53829	0
64805	1
285313	1
344752	0
13	0
56670	0
4154	1505
5028	59
5912	790
152118	1
26084	344
170506	830
344758	0
4311	3626
23007	121
285315	68
9197	695
8833	1223
7881	31
6747	3527
25976	761
389170	11
57018	1145
79674	512
5806	160
152078	146
6474	51
51319	312
4291	353
85476	868
56925	314
5918	33
64747	765
100505385	0
654502	0
29970	2
3592	231
401097	3
57560	865
10051	2418
286827	339
3840	1321
80117	4
151742	164
8706	188
51068	1022
165679	9
131149	4
6476	0
22865	8
590	1
79740	7
5276	1
151790	1
11235	748
5274	24
27333	681
2122	96
84517	44
55892	303
151827	58
344657	0
79782	1
344658	0
7095	2652
26996	411
80012	814
5584	928
6498	939
5010	653
57709	2
200916	1082
56648	230
6514	0
23043	2249
5337	450
389177	0
64778	2527
2693	1
8743	1
57552	1081
1894	1766
83893	0
22871	82
254827	24
79718	968
10242	3
64393	1769
5290	367
27094	47
51193	419
55669	581
59345	354
86	1021
57129	601
4711	1058
8975	483
51555	20
151613	707
339829	84
8087	2891
131118	400
6657	1
23200	811
54165	479
56922	521
27074	0
23101	1
84002	83
89857	0
54800	518
55689	1414
79929	73
55486	443
10057	858
200909	1
170572	0
285242	0
8893	920
1857	3257
1173	16229
55324	817
90113	6
10195	925
9718	131
94032	178
5708	5583
1981	7478
131408	249
1181	120
5437	834
7066	0
8646	1
2049	2
64110	638
23355	514
285382	0
1962	226
9175	138
90407	273
200879	46
59343	495
10644	1205
6434	2321
2119	600
1608	0
1427	14
55171	134
51726	1319
197	0
26998	0
3273	0
3827	0
1974	6653
5984	350
9370	0
6480	608
116832	309
132112	0
5648	0
64108	4
6750	0
344892	0
604	527
4026	1301
285386	2
8626	59
55214	990
9076	538
10686	0
131920	0
3556	1098
647309	1
344901	0
257313	8
152137	2131
152138	0
2257	80
151963	138
57110	61
344905	0
84239	7
4976	1411
3280	82
1370	0
131578	21
2814	5
79572	6514
93109	200
55341	589
131583	1
152002	391
23527	517
5504	583
347	0
200958	20
4585	0
10188	666
7037	3423
131540	0
200931	11
5130	490
255758	153
116211	5
26043	405
165918	256
255798	0
348793	129
200933	323
375387	10
84984	56
54965	283
5062	1465
205564	364
22916	1434
80235	174
4241	4390
1739	5376
622	267
9711	367
84248	896
84859	318
84223	104
6165	9383
89782	212
728262	1
152687	77
255403	49
654254	1
7700	18
170960	331
54872	785
5158	145
521	798
4636	129
84179	7
10336	957
10815	12
2580	1131
84286	235
1609	267
10861	36
3425	624
53834	1326
285498	1
10417	1
1487	1979
10296	1168
57654	163
285464	54
54729	0
152877	42
7884	1756
92305	1185
10460	2189
2261	13
3954	644
7468	2764
7469	415
401115	830
339983	689
353497	19
79441	184
10608	1467
57732	102
402160	1
6047	1766
8603	544
79155	422
6452	146
118	2712
10227	1672
8602	998
2868	24
3064	1642
345222	0
6002	264
3083	3
285489	175
4043	2599
152	10
133060	0
85013	271
55646	370
166793	64
27065	0
53407	436
4487	120
54360	0
55351	2
132884	362
2121	4090
1400	1302
152789	0
7466	448
5522	0
23324	1131
93621	4855
6286	0
114932	1049
55330	205
9778	714
57533	1300
257236	20
93624	490
80273	685
57537	1
768239	0
60312	666
389199	0
84448	0
54436	6
94031	0
8310	242
152992	143
27201	0
8532	2
3166	0
650293	0
100287144	0
100287178	0
100287205	0
100287238	0
100288520	0
100287327	0
100287364	0
100287404	0
100287441	0
100287478	0
100287513	0
728405	0
728373	0
728379	0
728369	0
728419	0
728400	0
728393	0
728386	0
644414	0
1816	0
56606	5
9948	5664
85460	235
116449	0
9957	101
9364	318
579	11
259282	1054
132864	419
114905	0
57545	571
26234	1187
285550	713
683	3
952	5
9982	1
83888	0
8842	7
202018	302
9079	1
5860	665
645104	1
51056	902
80306	510
27146	36
54876	676
64151	931
254251	322
9353	118
133015	223
80333	31
166647	874
57733	0
10891	539
1665	2683
6649	347
91050	267
55203	0
51091	176
55300	386
29063	148
29945	325
10568	0
23231	2245
389203	285
3516	1108
886	0
55296	181
57620	453
5099	2859
116984	372
401124	0
57495	0
55286	2
768211	171
55276	495
23216	973
10744	0
51274	730
81793	0
7096	114
10333	25
92689	1456
80008	1
51088	1358
57728	696
5981	1294
152831	1
6133	7069
11019	167
7358	474
201895	513
3093	1596
23244	2260
55728	118
399	0
55584	3
54502	670
79730	6
323	2670
7345	11120
22998	6412
8929	0
55161	849
285429	10
10463	1727
389206	2
152573	0
10396	4
389207	0
386617	562
285525	3
60558	706
132789	457
2565	0
2555	0
170712	0
2557	0
2560	0
54951	262
57205	207
10699	3
152518	174
1259	5
152519	139
7294	20
7006	92
57606	1042
201780	1
326340	2
285527	1257
54940	2749
132299	1443
80157	0
23142	1032
339977	10
6443	1777
132671	3
64854	517
100288413	122
65997	48
152579	276
81608	770
84708	216
26511	346
170825	20
5156	4
3815	0
3791	8
79644	380
55858	1768
9575	705
132954	0
10874	164
55763	835
9662	167
57482	323
132949	177
5471	515
10606	5048
6731	2571
132946	1
100506564	1
84525	0
6691	1
5978	461
84273	880
5431	2268
3490	20058
23284	213
253017	1
2044	334
1060	221
26228	0
55236	835
2798	2
9407	0
339967	1
389208	1
132724	1
28983	0
7367	0
7366	0
7364	0
10720	0
54490	0
7363	0
574537	0
10941	0
27284	0
6783	3
1446	0
1447	0
6779	0
3347	0
3346	0
401137	0
54959	4
260436	0
1448	1
85438	2
26952	1
10879	24
58503	1
4589	1
401138	3731
258	0
10117	1
3512	1
57050	784
22902	805
2926	1787
92597	384
1633	616
8671	432
2638	0
10886	0
9508	47
285521	152
26057	2287
213	1
174	16
173	0
166824	33
3576	787
6372	0
5197	0
2919	1
5196	0
5473	0
6374	0
2921	38
2920	21
441024	73
255324	2
2069	1
374	0
685	98
25849	7
25898	258
152815	257
152816	0
8999	32
9908	2074
8615	1755
5470	5
27163	141
55153	802
4283	0
419	0
3627	0
6373	0
53371	617
950	6601
100129583	12
100631383	0
8987	42
339965	4
57619	841
345079	0
55752	1489
10983	2477
901	427
10563	1
246175	326
65008	252
80144	653
306	2115
55589	440
152559	465
84779	0
2712	0
118429	660
56978	102
2250	1779
255119	14
651	13
5593	0
153020	2
3184	3243
9987	4042
58478	904
441027	4
79966	428
22872	3926
79725	56
132660	322
51138	654
51316	3
27235	430
10855	155
113510	211
51023	298
84142	307
84803	56
4825	0
1040	162
23001	1427
83478	37
5602	21
5783	666
345274	0
132989	9
4299	907
57563	194
345275	0
51170	493
53343	575
8404	3
1834	0
1758	0
3381	0
56955	0
6696	88
5311	1390
9429	46
152926	178
55008	122
51191	18
84992	0
100996939	0
8916	224
266812	241
10144	817
166815	312
285513	3
6622	703
22915	0
401145	1
2895	66
474	1
56916	953
27306	0
10611	3430
658	23
8633	2
5161	0
285555	1
5910	680
10098	484
1977	991
23173	1188
128	2345
127	0
130	4
124	3
125	0
126	1
131	0
84103	0
93587	90
4547	5
27071	0
8649	760
79982	713
3015	4699
115265	492
51705	0
5530	1011
55024	1
64116	811
4790	468
4126	1165
7323	4605
493856	820
150159	10
133308	252
56898	1067
1062	699
6870	0
80319	3
54790	416
27068	738
54848	0
57117	261
79807	285
255743	4
93627	668
9255	840
100507096	1
27123	1
9061	1270
166929	902
113612	714
3033	814
51176	44
6164	10595
58505	1152
64850	6
84570	1
10427	1093
55013	410
839	172
81579	523
3426	35
54433	329
10692	0
345193	2
1950	56
79071	1647
2028	0
5308	0
132720	133
55435	355
92610	226
80216	293
63973	1
55345	195
51574	894
287	552
817	568
79642	195
7368	279
64579	0
133022	78
9348	8
8492	3703
57721	447
9871	1320
171024	3
51778	19
54532	579
401152	1943
2169	0
8654	241
4085	822
11107	165
79625	14
79931	0
84109	0
308	16699
132332	6
5393	910
890	2359
55212	562
7222	2
84162	1818
132612	1
3558	0
59067	0
166379	158
2247	5033
11162	58
166378	92
10252	73
57182	810
79633	692
27152	327
83447	3
22824	1042
10733	523
256471	251
80167	132
55132	360
10424	4344
79960	1257
132320	236
132321	76
57575	1
132430	14
54510	65
23657	350
25819	131
1998	368
84709	6
4717	565
80155	1182
83452	278
80854	1974
4258	354
55534	45
60592	920
1047	851
152586	0
255520	486
7350	0
23158	1429
57484	157
27309	1145
3600	94
8821	789
84640	640
2549	444
8467	2500
166752	0
2996	0
2994	0
2993	0
64399	0
10393	174
6059	1918
54726	1060
4086	247
166785	74
646603	0
152485	38
11157	202
84068	115
5458	0
83894	0
1909	2
55751	574
90826	207
79658	661
4306	351
166614	141
987	1499
10586	0
6189	15675
152503	796
345062	2
729830	79
5188	613
55294	309
201799	0
201798	11
27236	652
85462	44
23321	636
84057	154
23240	320
7097	3
285533	0
6423	0
54798	12
5356	1144
2244	0
2243	0
2266	0
9227	56
166863	0
4887	1
79884	593
2982	0
2983	243
51802	3
6999	15
1519	565
56034	3040
2743	866
2891	3
51313	448
55314	225
59350	0
201725	386
2110	329
5481	563
57600	600
152940	0
9693	903
56884	0
92345	197
4886	26
4889	0
84076	0
55319	469
55016	241
23520	1
100506013	0
391712	1
152756	25
166655	0
201931	422
11275	400
6307	2654
1363	640
7092	300
50859	29
11199	0
55601	148
91351	428
23022	4698
84869	354
57630	347
4750	530
1182	2151
54969	389
9848	257
51166	269
442117	1
51809	1516
3148	4308
8819	1594
11341	1
9464	0
26269	372
80817	268
3248	4
8001	0
11086	0
2823	336
116966	156
132851	13
140458	4
60559	1550
7424	229
55247	229
175	712
55714	1086
1635	1692
80014	1674
53842	0
100132463	1
55602	319
3622	190
201965	322
60684	638
56977	54
133121	0
3660	428
836	727
201973	119
79682	374
2180	1092
391723	0
291	682
57587	1029
83891	406
55805	52
353322	77
55325	438
441054	21
256309	29
27295	132
8470	23
7098	132
25854	143
285440	320
3818	5
2160	0
4543	0
2195	4287
132625	0
205860	4
339976	0
2483	648
448831	0
91746	896
7365	0
79799	0
153478	0
389257	0
133957	398
6389	2198
10016	1216
57491	8
11336	795
6550	333
55722	38
11076	11
79844	9
65980	484
9319	767
85409	0
10723	146
340024	0
348932	0
7015	1
81037	2006
6531	1
79888	1836
64979	477
4726	1094
50805	0
153572	0
153571	0
79192	0
170690	4
23379	930
84246	402
134111	0
54888	1117
6715	296
11044	618
108	0
134121	2
79072	143
4552	538
9037	246
50834	0
134145	197
22948	4953
134147	534
10299	1971
83853	4
651746	345
1611	2929
1501	0
1767	75
7204	2611
54491	20
90268	241
56172	347
23194	280
441061	0
90441	599
54463	584
4651	2299
10409	2491
1016	11
1010	1
56979	0
1008	157
1007	0
1004	0
29102	1241
55322	506
23037	16
64083	1177
54545	631
51663	2155
10923	2530
4883	198
6897	2232
81792	450
51289	0
51151	200
23600	183
114899	14
26064	4889
153657	6
5810	358
55299	731
134218	667
64902	0
5618	0
79925	75
3575	259
133690	1
133688	0
167127	0
92255	129
6502	340
133686	166
202151	1
6507	0
25836	1239
65250	851
9631	608
55100	451
2668	0
100861519	0
133584	1
3977	35
9180	1461
253260	787
2533	0
735	0
1601	498
5734	64
23548	357
5562	1182
6167	11914
84674	261
730	0
133558	0
729	0
345557	0
5019	957
285636	369
26272	111
2690	2
100129792	38
6414	20
389289	1
7690	535
167359	34
3157	3201
56477	0
64417	122
375444	114
10605	1295
23530	1401
2255	0
10884	548
348980	0
133418	3154
79668	620
3670	15
53918	1049
3672	2171
3673	245
4338	761
10468	606
4724	556
54622	170
8988	27
112574	235
11082	1
3003	0
3001	0
166979	0
493869	1032
345643	47
10309	74
54505	889
23517	1255
8611	351
153129	242
54514	0
133396	0
3572	2636
79722	0
101928448	1
4214	381
133383	73
166968	418
65056	789
345651	5
10769	10920
202309	0
115827	0
5144	5
55789	324
79993	563
1161	176
91942	328
643155	1016
57688	828
285668	1
3796	926
27292	553
51194	537
100130733	1
3350	0
285671	116
401190	165
100132916	0
285672	485
10283	504
11174	40
64105	351
23398	406
373	283
80006	280
54557	397
57486	784
55914	799
140890	1146
375449	198
4064	0
5295	851
64924	845
891	2479
64946	337
92259	233
1022	539
202243	138
102157402	248
6880	1014
5884	586
153562	24
100506658	213
728340	4
730394	0
8293	0
728492	0
6607	211
6606	215
4671	21
2966	184
55814	805
64087	984
9607	0
4131	3362
23107	1296
79810	153
167465	0
3842	3069
115548	512
134285	4
134288	0
2297	273
689	11715
57763	281
84135	259
64283	1233
8507	2856
3074	7016
84340	704
10412	1917
26049	162
51301	3
256006	13
3156	2454
10087	1263
51426	459
728780	23
134359	148
22987	0
10788	34
2151	2280
2149	12503
2150	194
170591	0
1393	2
55109	1120
84327	127
8622	29
55255	495
23440	0
6902	1556
8546	1363
9522	1196
10184	2047
411	266
29958	5
23743	11
635	0
133746	317
9456	130
167153	747
202333	11
345778	257
7060	14
256987	162
84654	0
9765	737
167555	20
340120	2
1719	1047
100462981	85
4437	401
5924	1253
1160	174
84240	323
134526	2
23635	304
83734	82
6228	17232
92270	48
153339	1282
7518	203
1462	4
1404	0
10085	145
1350	4332
5921	724
902	1665
153396	329
4208	67
1070	220
153364	229
10622	205
116068	578
84059	90
57561	619
7025	2505
83989	486
