Geneid	pOka_WT_2
1628	360
770	452
126147	12
2524	12
284358	24
54922	9
284359	0
2523	1
26291	0
587	687
51171	346
57664	31
23645	995
7288	1
4924	3701
27294	11
581	1767
2512	38192
2997	1499
10856	1462
3972	1
1082	2
114336	0
114335	0
93659	1
94115	4
94027	0
4909	1
3743	2
6625	2861
64130	43
55150	13
8541	56
3270	1
54795	141
28968	5
951	14
8463	228
27120	1
147872	3
113091	0
100507003	0
57030	2
55011	967
126133	375
2323	67
23521	49978
6205	22425
2217	1077
57333	17
51070	635
5639	5
57479	399
6237	1110
58506	1152
3661	572
83596	287
3276	2503
199800	30
126129	420
60385	0
160	2120
80199	258
81857	855
53635	1504
11284	325
84335	1269
79735	522
259307	1
23636	1200
22809	163
114132	1
51231	433
25888	260
126123	0
79784	0
3748	0
9476	4
7376	994
5424	533
6689	1
4606	0
112703	28
284361	2508
126119	462
554235	3
94030	195
84258	3
342918	5
50944	0
6320	33
2854	0
93650	2
84798	1231
3816	1
55554	0
354	0
3817	0
9622	6
25818	0
5653	0
5650	0
11202	0
284366	0
5655	0
11012	21
43849	0
26085	0
43847	2
90353	117
27180	1
27036	4
945	32
284369	0
402665	1
147645	31
2109	862
125875	10
4818	0
3982	0
147646	0
89790	1
100129083	0
27181	0
729767	0
89858	1
946	0
7728	205
8778	0
100049587	0
147650	38
3036	8
2357	1
2358	0
2359	4
84765	25
65251	45
79898	95
59348	80
284370	131
80110	96
9668	81
284371	112
90317	103
162962	36
5518	5070
90321	182
147657	287
162963	1
400713	7
84436	83
147658	0
147660	0
388558	14
55762	4
55769	210
81856	32
162966	20
7576	77
90333	99
162967	1
388559	1
100529240	9
125893	21
147664	0
100271846	0
90338	319
55786	1
84671	28
79788	0
342926	1
317701	0
317703	0
112401	0
91664	106
388561	126
91661	81
126017	13
55422	77
503834	0
91662	0
91663	1127
5582	5
59284	0
59283	0
59285	0
284415	0
441864	0
126014	1
4696	947
29844	174
26121	1237
4849	569
79165	77
147798	9
79143	3384
79042	1111
6203	12680
11025	1
79168	1
10990	0
10288	0
11026	0
353514	0
23547	0
3903	0
57348	6
114823	1264
94059	54
148170	2
3904	0
11027	0
11024	0
10859	0
11006	0
115653	0
3804	0
3802	0
3805	0
3811	0
3809	0
3812	0
2204	0
9437	0
199713	0
55655	0
51206	2
112724	125
54869	9
54776	1074
7138	862
7137	2
352909	84
6861	11
5794	124
255043	61
22870	1677
23640	676
84446	196
284417	0
84787	145
125965	1
284418	0
3589	8
147744	0
388564	67
6158	20104
27338	1872
729956	0
79763	621
89887	80
57106	568
284297	12
646643	0
100130827	0
163033	239
84922	163
147807	132
100507290	298
147808	40
51157	538
51545	488
29903	364
11338	2536
29924	1779
338321	8
342931	4
729974	2
204801	2
147945	0
126204	0
126205	0
126206	0
126208	426
55311	323
85569	0
342933	0
79149	40
147948	3
147949	55
63934	121
57573	70
140612	90
388566	9
58491	102
147670	2
90485	0
23619	0
5178	0
57663	0
114026	0
503835	0
9422	152
6795	2
390980	65
10794	15
125919	32
57343	205
284306	85
147694	91
7565	55
388567	49
57191	2
400720	18
79744	136
374928	65
256051	30
162972	50
55659	87
284307	2
348327	74
7693	185
10520	171
201516	0
90233	105
7710	1
79891	19
284309	155
54807	84
79818	92
100293516	53
84914	255
730051	74
147687	86
147686	0
10172	35
147685	3
80095	51
284312	0
7694	0
65982	350
79673	100
10782	257
27300	477
7554	68
342945	107
1	85
162968	89
116412	56
6193	12673
646862	0
201514	210
7691	43
388569	43
25799	149
55663	244
10998	73
84878	186
10155	4776
27243	1783
9040	1259
7593	228
3803	0
3813	0
57292	0
553128	0
3810	0
3808	0
3806	0
100132285	0
642273	201
26751	318
52	1601
285016	2
129787	485
54221	0
7173	0
7837	12975
23040	0
7260	492
51112	512
55256	1154
246243	315
6201	10565
78989	0
55821	0
728597	5
6664	0
129607	1
91543	0
9781	0
3398	212
57498	1360
129642	648
8853	1431
9270	1462
51692	1000
285148	711
6868	1311
10971	9741
9014	313
29841	28
8462	322
192668	19
6241	2277
348738	3
3241	1876
4953	3221
79954	622
245973	14
10130	5426
3754	0
130813	0
130814	198
9475	509
1876	310
9687	67
23620	0
23175	1877
28951	297
151354	98
653602	30
51594	971
1653	2557
4613	0
81553	342
729475	0
7447	1
79677	981
348654	424
343930	0
3790	403
57665	97
100526794	0
93034	1
130497	31
130502	49
57539	602
4148	65
9741	4478
6382	699
23369	1619
388	1066
64342	582
151449	0
60526	329
338	0
100129278	0
114818	514
54454	166
165324	197
388931	0
80304	252
2281	82
51639	1294
375190	89
9540	395
375189	6
653140	3
50618	520
8648	515
391356	487
79172	378
109	533
51277	133
22979	142
5443	0
1788	379
1838	317
55252	633
3797	836
10890	2879
150946	29
3030	4720
3032	1628
165082	6
85465	793
92749	6
9381	1
339778	0
130106	0
3777	1
54978	364
1058	254
56896	0
22924	514
54867	1750
60509	1155
100128731	2521
11117	16
3795	124
10669	438
84696	23
10113	867
339779	0
150921	0
8884	293
51374	2242
790	1171
7781	9
285126	0
57159	1
7349	28
4358	952
2976	1005
8890	722
9784	2030
130557	218
5496	3026
29959	1556
200634	3
26160	351
64838	76
2646	0
84226	26
84450	862
79635	60
11321	935
9913	1007
22950	736
9553	606
64080	103
9577	911
2355	1759
151056	33
5500	4589
245711	13
55006	217
23160	1609
165186	1
388939	1
79745	1122
238	8
51646	922
81606	5128
253558	247
92291	0
79623	1
440854	0
30845	261
7498	5
6716	1
51072	435
84661	737
6683	283
55676	547
58484	15
84272	530
57448	1637
55622	401
4052	379
25780	215
25940	1133
51232	12452
9637	1135
5212	1
6801	899
54497	572
253635	297
5610	388
391365	1
10153	1021
55471	373
23683	771
25797	14
10602	494
151393	49
1545	652
64225	602
92906	783
130589	440
6432	1716
79833	196
90957	573
729967	213
100271715	5
6654	836
344387	1
8491	633
130733	21
80745	152
6546	127
400950	0
91461	7
27436	648
9167	1890
170850	17
57504	794
165140	1
23498	0
678	1127
63892	410
130271	290
728819	0
51626	279
64240	1
64241	6
10128	3189
5495	625
6519	2
9581	2061
79823	121
6496	1296
10736	26
55133	242
5581	86
2034	1992
388946	0
90423	33
23433	1932
5281	182
9419	309
9655	394
90411	3897
57217	939
285051	1
805	7931
4072	0
4436	947
56660	39
2956	1358
80204	883
3344	340
129285	347
286749	1
11037	124
11036	0
3973	0
2492	2
9378	0
51130	14
100302652	0
494143	111
27248	1232
10936	17
23198	1064
98	152
388951	0
129852	1
6711	9653
400954	59
57142	7651
130162	106
6233	10411
4528	645
55704	834
112942	812
57223	1369
87178	710
2202	8225
114800	254
7444	202
55120	350
53335	12
64895	232
5966	154
150962	62
5194	331
84542	262
339804	78
130872	740
9736	2414
7514	3806
84140	147
10575	3779
150684	298
10678	370
200728	117
23301	766
5013	100
51057	82
4190	3612
7360	1727
51542	571
57162	75
29094	341
54812	600
9792	642
6509	383
23177	673
5861	2675
10097	4044
200734	675
4211	123
54465	538
10438	382
116143	266
56902	405
5534	941
25927	361
5341	2
554251	26
200558	71
10887	0
9938	1
27302	0
200504	0
56287	0
84168	5542
2673	1131
27247	467
22848	527
307	1196
64395	387
11017	747
4084	264
151516	10
5093	3100
54980	184
7072	1235
51449	2218
6637	760
84908	899
7039	263
119	0
344018	0
165530	0
50489	1
25806	36
525	17
79998	3
113419	1970
55577	527
84693	100
10199	570
400961	102
27332	1781
8291	386
56603	282
23233	405
6697	699
2016	21
94097	250
26056	1622
344022	0
10322	639
84279	307
10574	5501
150726	492
1961	0
7840	398
9027	0
51471	0
51002	277
8446	428
388960	0
10617	1085
72	0
1716	777
200424	229
388962	380
55233	1932
10797	1042
57835	63
1639	3785
388963	94
84058	747
6242	386
83444	411
23559	1075
7841	1316
116540	582
84865	149
64427	456
85474	2
84759	236
3196	0
165545	1
550	2041
27429	366
84695	12
1796	288
130951	3
10505	505
3099	746
56655	476
6869	0
84141	1319
9801	845
6936	298
80059	2
130120	0
5968	0
5967	0
5068	0
1496	1
347730	0
8802	1912
1768	5
129293	155
9168	20936
56888	1028
83439	51
10618	3914
54884	1564
84173	193
822	51
284948	49
4144	8012
2677	796
8673	15
10791	1102
51255	1412
129303	218
388969	525
10713	1045
6439	3
10578	0
84913	404
8869	25
25885	834
55037	1543
10989	1973
51318	644
65055	2
55818	1522
100526767	1
51652	10
7844	525
64795	748
925	0
926	0
400966	0
5343	4
5342	6
729857	1
51315	454
150572	0
2168	0
55258	127
344167	0
200523	0
9451	893
22934	196
150483	1
4118	0
64969	978
84874	328
7549	102
150696	1
30818	16
51011	550
653192	0
129868	0
400986	70
150763	29
151	0
431705	0
1844	6
56910	2053
55654	1196
9391	1467
23020	4477
150771	38
23397	733
93082	2
10865	193
55683	1166
90342	3
81562	678
26504	205
26505	473
200539	36
51239	128
54910	318
51252	0
151313	91
375248	64
57730	63
1329	2259
10120	1045
7535	0
23505	969
200403	5
1261	0
3631	408
493753	359
25972	486
11320	118
343990	40
80705	55
150590	42
51601	79
129531	233
51263	929
254773	2
129530	3
10190	646
9669	2522
51455	665
3899	186
164832	0
9486	166
129521	0
79031	222
4862	82
6160	11072
11138	288
55571	765
284996	530
200407	6
731220	1
9448	3045
7850	0
3554	29
8808	0
9173	0
8809	0
8807	0
389015	0
6549	0
84804	107
130827	54
5455	0
64965	465
11250	0
9392	771
79074	483
2274	1893
8440	385
84417	0
80146	523
653489	8
84620	40
285190	17
60482	0
442038	0
6819	241
27233	0
9648	818
3987	735
5903	2096
165055	73
10913	0
344558	0
151011	1400
65124	157
84220	0
729540	0
96626	0
100288695	0
7851	0
4867	132
699	1233
55289	6
10018	466
64682	1399
10461	75
84910	623
129804	305
84524	128
376940	161
727851	83
150465	1205
84172	696
84269	309
6574	1132
150468	653
3552	3
3553	42
27178	1
56300	0
27179	1
27177	1
26525	0
84639	0
3557	11
23550	173
7849	118
150472	312
200350	12
11159	158
80255	700
10096	3405
57628	135
8886	1289
54520	1229
51141	859
2019	0
8685	0
165257	0
55240	1570
130355	65
1622	3351
140738	1154
6344	17
200373	0
80775	162
5775	373
57669	350
79134	621
5899	944
3625	0
2736	0
29842	0
23332	1036
84365	1027
7247	1320
129684	0
2995	6
274	866
339761	39
2071	916
10746	1003
5624	1
55677	975
4648	0
55679	3
2840	1
84826	279
55339	914
5433	520
83607	568
79595	853
56886	2218
9394	640
84084	1
728378	1
91409	54
55627	1228
80097	2150
112714	1
84317	307
92856	703
26469	315
653269	0
653275	0
55997	0
653781	0
344561	0
205147	0
50649	29
130074	2175
55041	3316
445582	5
150786	1
113457	3
653784	1430
90557	279
29798	56
408029	0
646915	1
2863	1
116372	0
344148	4
4249	659
81615	47
130013	13
905	600
80122	2
22930	1614
84083	179
23518	822
23190	3695
3938	2
4175	1285
1615	2477
7852	317
80731	0
3176	528
339745	374
11249	30
53353	39
8942	0
55843	0
79712	190
9839	1207
92	109
5000	635
55777	273
26122	410
3800	453
130576	213
130574	660
27249	1690
390	4625
375287	234
9111	74
7130	4
55183	913
4703	70
26225	852
785	168
10254	624
114793	1462
55660	2665
151188	496
56475	186
114805	993
100144595	7
3760	2
4929	15
2820	722
11227	49
57471	0
9595	4
130399	14
90	473
151531	13
130940	316
8502	2499
92196	13
85461	1357
151525	161
29994	619
64844	1666
9936	3
100526664	0
4065	0
22925	382
3694	7
5937	1195
10010	765
10213	1429
10716	1
57282	58
1803	471
2641	0
2191	695
64135	270
25801	812
90134	4
55137	39
2888	7
22837	228
151258	1
6328	0
6326	72
80034	78
2591	16
79809	269
6323	0
6335	0
6332	0
129446	1
8708	23
27347	524
253782	749
115677	12
57405	318
57818	1
8647	0
10170	1
4036	0
129880	131
10324	4
79675	259
9360	989
129881	14
493911	34
100526832	0
151230	4
6741	2274
29081	465
130507	653
140469	17
389058	52
285141	93
2571	209
26003	2204
9874	704
79828	193
80067	303
79901	2492
1781	2326
8604	363
8520	971
254042	107
1745	17
1746	0
3655	1594
5163	1109
11069	36
51776	1157
83879	154
6670	940
29789	3744
100131390	0
9541	687
79634	414
151556	195
7456	380
1134	0
1123	241
1386	1011
518	3024
80856	1083
344191	0
3239	0
3238	0
3237	0
3236	0
3235	0
3234	0
3233	0
3232	0
3231	0
10651	375
220988	6082
4780	2092
8540	1832
150737	116
92104	311
50940	12
129831	131
114880	71
8575	563
494513	27
51661	173
65977	360
7273	278
285025	0
91404	267
151126	11
57703	507
10477	872
3676	1002
375298	0
4760	0
6744	2680
151242	22
5136	32
54431	2428
2487	24
10787	3692
142679	29
129401	272
91752	10
401024	10
55854	1177
3685	12330
165215	200
151112	0
10203	7
7035	1813
51454	345
116093	0
1281	4
1290	1977
84128	676
30061	56
54529	747
150709	28
64172	127
94101	894
5378	462
2660	7
84281	21
26275	385
3628	444
54842	591
100131211	93
4664	571
2744	2372
6772	1725
6775	1
4430	961
64859	775
8436	9
23671	162
57181	568
56171	38
9262	234
57520	13
284992	72
9330	730
401027	11
80055	181
91526	59
23451	5763
80219	367
3329	8802
100529241	3
3336	565
25843	0
130132	3
92935	217
66037	2
5334	8
23314	315
205327	327
129450	236
79568	272
26010	3067
130535	276
151246	537
316	469
9689	2801
1195	1233
53938	446
60491	420
4999	441
285172	262
4709	746
8837	491
843	58
841	175
130540	24
66008	3976
55437	2074
151254	7
65062	707
58538	17
57679	1305
65061	1
8324	37
100652824	0
7341	2120
51602	1192
659	1186
150864	149
130026	55
55759	508
79800	106
65065	234
57404	212
10152	1700
65059	633
940	0
1493	1
29851	0
117583	686
8828	320
54891	210
4719	1291
1933	6888
2825	6
57683	268
8745	174
200726	0
391475	0
130752	61
22868	686
130749	0
8609	690
1385	689
151194	230
151195	353
7855	185
389072	176
1421	0
1420	0
1419	0
1418	0
389073	0
3417	1415
200576	742
5746	0
4133	291
285175	35
6120	932
151050	175
33	53
4632	0
10314	1599
1373	693
2066	402
22807	49
100130451	0
79582	342
402117	0
580	263
26154	13
471	1849
2335	4919
55686	63
55825	195
92691	2
7520	7916
57574	768
50485	417
6168	16453
3485	3
3488	34
7141	0
7145	437
285180	0
3579	0
3577	0
10109	5103
151306	3
14	1480
25953	608
64114	2446
375307	3
6556	12
58190	1353
7429	0
57695	372
9125	1044
84812	95
7701	348
617	286
64320	351
27148	640
9654	330
1593	241
53632	0
7475	0
80326	0
8941	7
54738	0
1412	0
255101	1
3549	0
79840	166
151295	14
27013	914
79137	2054
130617	324
10058	395
79065	1496
55139	760
79411	196
8576	499
7277	3612
3300	1024
5798	7
389075	0
23549	568
1674	1
10290	1382
100996693	8
29926	629
55515	3
79586	4797
130612	53
23363	1381
3623	15
114790	301
6508	311
2043	277
5077	0
151278	0
130367	6
10056	1241
116255	1
2181	1371
23704	0
7857	83
130340	533
57590	1739
65080	584
5270	403
79843	0
8452	1300
55619	31
57624	75
3667	929
84236	230
1286	582
1285	372
56947	1711
79853	0
3267	1414
56918	1
80704	10
6364	5
164781	262
80309	0
55022	161
92737	95
9320	2890
130888	129
151473	65
3431	231
11262	18
93349	312
6672	1147
51719	1073
81618	1073
9290	1
130560	0
257407	78
5707	2808
3357	2
80210	1236
93010	2
4691	10275
10316	1
165100	0
5757	16770
5147	423
64708	530
4880	0
129563	361
250	0
251	0
248	0
9427	0
646960	0
1144	1
1146	0
200765	111
9470	1223
80303	0
26058	1376
3769	3
389084	12
25791	47
4759	0
3635	27
55054	402
6295	0
8527	463
55230	1086
54576	0
54575	0
54600	0
54577	0
54578	0
54579	0
54657	0
54659	0
414061	0
54658	1
339766	3
55355	1064
79054	12
6694	0
10123	2707
23677	1744
116987	778
2637	13
401036	3
79781	6
57007	574
10920	1005
1293	0
79083	0
51052	0
64284	41
9208	1745
375316	6
10267	0
140739	366
51540	320
339768	63
377007	24
151176	6
80895	293
55502	106
8864	29
26146	291
51665	554
117581	0
9759	115
4705	1393
389090	0
643905	0
150681	0
150678	455
150677	0
2817	6124
51281	92
285193	32
57140	1252
11132	312
2859	4
653437	0
375318	0
547	0
189	0
79919	0
25992	47
130916	293
23178	309
5510	1413
50636	31
3069	13121
4735	11022
9855	176
10494	2290
666	1522
51078	771
23192	731
1841	985
84289	188
728294	265
64090	0
129807	1
5133	0
285093	0
245938	0
81623	0
140850	0
245939	0
140881	0
400830	0
140680	234
85364	335
6666	1170
80023	1244
57761	344
10616	1371
128637	754
1457	2127
6939	0
140809	1264
85508	0
113278	0
83541	86
51378	1
343637	0
9491	1515
55321	1
400831	0
642636	0
9751	78
27111	16
2280	6657
55968	1493
284759	0
128646	0
10326	26
55423	0
140885	1012
5173	0
140901	577
388780	2
7053	2
343641	0
6628	2733
79175	255
117532	0
10528	2515
3420	1393
57593	89
56265	0
128653	0
100288797	0
64773	562
64601	245
5786	1324
2797	4
64949	628
5020	1
551	0
22888	144
60493	527
9762	168
65992	681
3704	833
83959	98
25943	337
8455	2087
64096	0
80332	1
6614	1
116835	4
54976	830
25876	14
1059	2367
994	1310
55317	240
57506	1901
80025	434
11237	267
54498	89
146	0
5621	4090
23627	0
9770	149
9962	1127
29058	2200
5111	2706
8760	1237
128674	0
56261	589
149840	26
1114	0
51605	342
84515	451
54675	552
164312	4
55612	14
650	247
54363	0
56255	341
23236	2
5332	4815
24141	1
57144	0
63926	16
6616	0
8195	630
128710	29
182	402
22903	569
55304	181
140862	2
55617	117
51575	386
79133	128
80343	0
140733	5
23767	32
55614	245
6629	1225
56914	1
5126	1
631	74
11034	4054
6238	1660
140836	0
27131	2273
92667	478
58495	0
100303755	37
57325	252
7692	229
55184	71
10621	256
10741	537
10483	1391
92675	692
100128496	0
140856	0
57419	0
54453	814
51126	1021
51340	458
26074	0
3642	0
57186	435
55857	119
22803	2562
644524	0
4821	0
5075	0
3170	0
6754	0
7056	46
22918	0
29107	252
64412	393
63908	300
128817	0
140880	0
10047	0
128821	0
128822	0
1471	3528
1472	0
1469	0
1470	0
1473	0
92086	0
79953	0
8530	0
57136	2852
84532	2
30813	0
955	906
5834	1742
26090	2615
9837	325
22981	289
140838	184
26152	454
245929	0
245930	0
117285	0
245932	0
245934	0
245936	0
245937	0
28954	0
81502	3082
3397	991
84701	0
598	6599
22974	3434
85366	19
2307	77
128853	1
164395	1
81572	307
343702	0
140706	0
3055	0
9777	1191
5326	353
23509	1689
9371	1446
171023	1701
140688	515
284805	0
149951	800
1789	105
22919	2167
140732	0
80341	0
128859	0
359710	0
149954	0
140683	0
128861	0
51297	0
92747	0
51654	367
6640	579
9139	339
63941	334
128864	3
170487	17
1869	448
11264	199
84905	49
128866	1861
22913	1817
8894	2238
434	4
191	3368
83737	961
83658	2178
84557	58
128869	559
58476	1074
23054	887
2686	490
55902	526
2937	885
57644	14
26133	2016
55741	1148
10544	1598
10893	1153
3692	3211
128876	0
55245	806
8200	118
11190	1152
140873	1
51614	4153
6676	405
8904	1715
10137	1207
9054	554
140823	582
9584	2749
51230	816
51282	814
140894	0
2036	2314
25980	638
22839	803
10398	4888
60436	297
100527943	0
55969	300
84174	3
57446	669
79980	341
140710	525
140711	30
25939	312
5933	433
140699	49
6185	7993
2691	0
63905	1466
6714	1550
10904	771
4826	12
56259	647
128434	7
9675	580
58490	544
7052	2495
85449	9
671	0
3929	0
57148	1146
149685	0
343578	0
140679	0
79913	154
26051	0
81610	778
60625	256
9935	0
100128988	0
7150	2214
5335	1459
23051	691
64900	294
90187	1
84181	858
11122	0
6431	2843
26013	91
10110	4
51098	373
4605	1362
149699	0
84969	259
57158	420
51526	805
78997	0
128486	53
140902	0
3172	0
79183	325
10955	1967
11142	790
100	301
8839	108
60598	4
140730	0
7529	4811
80336	265
10953	2020
6789	890
3787	3
149708	0
128488	0
5266	0
6406	0
6407	0
6590	1
8785	2
11317	0
6385	2470
90196	708
27296	5
55861	763
51604	3853
10406	0
10816	0
140870	0
100526773	0
57119	0
90199	0
259240	0
140832	0
259239	0
280664	0
164237	0
391253	0
140686	15
116092	578
11065	1175
7125	2
90203	313
10005	325
140831	49
90204	214
128497	17
140825	10
5476	7178
5360	641
63935	576
63925	358
4318	3
57468	29
57727	498
958	0
64405	0
51006	822
63916	471
55713	12
128506	0
64849	19
112858	475
81031	11
2139	0
23613	1916
8202	631
55959	104
57580	162
10564	1069
1434	2900
6780	2176
55661	973
57169	1793
3745	71
5740	90
9334	1028
23315	349
9825	212
55905	878
6615	21
387522	0
7335	19
387521	332
1051	588
100506115	8
5770	1550
140876	7
84612	147
55653	145
23394	1763
8813	840
27304	176
3755	18
4773	229
10079	580
57167	1
55734	170
128553	0
7764	1856
8537	0
1591	3894
5203	324
55816	0
140689	0
4159	0
116151	1281
6790	1246
1477	752
57091	7
51507	1437
140687	1
200232	1
388799	1
7022	0
655	0
23626	0
8480	623
100462983	1
55544	215
140690	0
5105	0
81030	0
56937	658
128602	0
140731	0
57403	750
9217	1195
164284	12
8675	1493
79716	317
2778	12167
51497	1309
1522	2676
81027	19
514	2131
51012	1281
128611	0
1908	0
116154	0
10388	6
63939	169
5509	93
60437	2
284756	0
1002	87
6874	257
149986	714
5688	2532
26039	284
26164	351
11255	0
9885	458
11047	2245
3911	1043
6227	4287
81928	290
140893	0
140628	5
128826	0
28231	369
4923	0
55257	383
11054	978
1299	1
10732	478
100132911	61
11083	1572
54994	631
63910	27
128408	0
54915	1031
79444	18
128414	3
55738	1192
57642	4
1137	0
3785	0
1917	0
79144	2347
5753	4
6725	3
79025	0
85441	300
26205	283
50861	5
51750	299
8771	31
10139	382
84619	279
54923	70
56731	936
140685	32
140701	72
7165	2120
80331	1382
54963	501
57473	729
140700	190
24148	1561
54345	0
6919	586
10287	194
4987	4
198437	0
2832	0
4661	2
55251	572
7179	0
85319	0
85316	0
85318	0
85317	0
574	0
317754	0
149998	0
54033	2
6782	983
64092	1
388813	0
8204	1350
29761	1022
1525	1055
10950	903
54149	195
140578	1
5651	0
4685	1
54148	418
58494	14
522	1601
2551	579
351	24182
116159	0
9510	219
11096	66
29104	93
26046	877
10069	395
10600	612
10694	4149
56911	59
571	606
2897	0
26285	0
9073	0
643803	0
100131902	0
388818	0
643812	0
337963	0
337959	0
140258	0
337960	0
284827	0
254950	0
337882	0
337969	0
337970	0
337971	0
337972	0
337973	0
337974	0
100288287	0
337968	0
337967	0
337979	0
337966	0
337975	0
337976	0
337985	0
100288323	0
337978	0
337977	0
337879	0
337878	0
337880	0
728299	1
7074	187
6647	3765
57466	718
30811	0
54069	182
56246	0
9875	762
59271	52
140290	1
56683	580
8867	224
94104	849
56245	2
10215	0
116448	0
3455	217
3588	522
3454	1018
3460	788
757	449
54943	17
2618	1464
6651	4597
29980	645
9946	378
6453	879
539	2842
64968	1378
6526	2286
9992	5
54065	0
102723553	0
101928147	19
3753	1
1827	301
54102	2513
861	347
54093	224
873	1307
874	125
9980	239
23515	397
8208	422
23562	19
6493	11
3141	495
53820	4
51227	352
7267	4557
10311	834
1859	429
3763	0
10281	0
3772	1
2078	0
2114	504
8624	711
54014	1016
3150	3593
106865373	0
7485	533
150082	17
6450	5
10317	11
150084	23
5121	1066
1826	0
25825	2869
191585	7
54097	0
4600	2
4599	19
7113	0
54101	197
63977	161
25966	455
49854	416
89766	0
9619	0
7033	0
7032	0
7031	0
64699	0
53347	0
89765	0
54020	2
5152	0
10785	194
4731	752
90625	1
5316	277
875	849
102724594	5
7307	0
1409	0
102724652	0
102724428	0
150094	0
11077	41
23076	1148
8566	3375
1476	3706
8568	700
56894	2034
7109	842
5822	328
8209	1412
23308	55
29947	0
326	0
5211	3353
755	322
7226	7
81543	2
54084	0
386677	0
386679	0
386682	0
386672	0
386680	0
386674	0
386675	0
386681	0
386676	0
353333	0
386678	0
386684	0
386683	0
353323	0
353332	0
386685	0
7327	1431
6612	1615
754	7024
3689	0
85395	302
104	133
23275	820
80781	11057
6573	268
54039	8
1291	484
1292	3
10841	3
84221	204
4047	3055
8888	869
54059	191
54058	280
5116	851
23181	708
6285	4
3275	1587
23784	0
81061	0
150160	0
150165	18
128954	0
23765	505
27439	9
27440	541
51816	3
27443	1
83733	11
101929372	3
529	2368
23786	3161
637	263
57553	1376
55670	759
51807	12
11274	25
8214	141
5625	27
9993	2753
8220	381
23617	0
2928	0
6576	3337
8218	149
7290	759
64976	741
128977	404
7353	981
8318	445
7122	2
5413	75
2812	11
6899	0
54584	92
79680	470
10587	419
1312	2298
421	535
128989	415
54487	551
27037	523
5902	2842
29801	598
388849	0
65078	75
85359	741
728229	0
85376	5
7625	148
91179	113
84861	389
51586	1812
5297	1466
3053	2
9342	826
1399	827
150209	1
8216	858
80764	375
9127	36
6545	2
400891	1
440804	2
23119	59
645426	3
150221	0
7332	2540
150223	476
164592	2
23753	283
23759	713
29799	96
5594	2416
9647	1072
8940	384
7441	0
140883	87
129025	0
23532	0
91227	0
100423062	0
27156	0
2781	41
9609	2
613	758
3543	0
51233	3
266747	126
7621	50
29802	2
150248	1
400916	431
4320	107
6598	921
91319	71
66035	194
4282	10981
100037417	28
1652	504
2953	0
653689	0
391322	8
2952	345
23523	899
56241	0
2687	0
23384	1320
135	10
51733	0
83606	1077
6634	2254
2678	39
388886	43
440822	0
129049	2
255349	0
85379	679
1417	4
1415	1
91355	56
157	163
84700	0
23544	0
57168	68
89781	786
402055	214
24144	612
8459	318
1414	0
1413	0
284898	0
105372977	4
4330	503
23760	405
23331	679
11200	226
150274	136
150275	387
7494	1568
84133	164
25770	1
83999	401
129080	0
25807	350
2130	3496
10634	335
10633	4
162	1767
5988	1
4744	1
8563	731
8508	2524
4771	1201
164633	4
55954	293
29796	1699
84164	1119
8897	906
150280	0
3976	2325
5008	3
652968	170
83874	310
10291	1922
550631	105
200312	270
23541	1528
51537	561
266629	0
284904	0
730005	7
9514	1
23481	1566
6948	439
339665	216
150290	40
23762	116
22880	545
6525	825
140606	694
27124	94
50487	0
91445	1251
3985	971
113791	396
23598	535
4733	973
56478	469
9814	280
23761	397
253143	462
9681	215
25775	2
7533	1974
6523	0
150297	0
10739	0
6527	0
10738	3
51493	1205
254240	0
25793	1658
8224	4
7078	5412
9215	105
91464	0
10042	615
10043	739
3162	411
4174	1269
23551	231
4151	2
80830	260
80831	0
23543	1360
80833	3
80832	0
23780	465
8542	23
4627	36713
25828	1263
80020	307
8664	4516
10369	0
11020	233
5816	0
4689	0
1439	0
339669	0
7263	229
4357	690
79734	264
164656	3
3560	1
114904	257
6753	0
5880	58
27128	14
114794	86
4242	0
29775	220
11135	2313
3957	9
26088	736
23616	26
57026	612
3956	12766
79159	294
11078	5551
3005	956
23464	166
8484	0
129138	451
51386	9662
85377	1930
84645	327
5435	666
6663	2
9463	480
23539	3
80115	10
8398	188
23764	133
25829	1615
1454	11
102800317	25
3761	0
11015	492
10521	5687
11144	9
646851	100
25776	434
56993	1453
9929	1221
9567	670
25777	2325
10126	467
23467	2577
23466	1864
100913187	0
200315	0
9582	357
27350	14
140564	1
200316	69
60489	0
164668	15
23492	322
5155	121
6122	43563
9145	406
10454	468
4248	0
54471	855
468	4725
91582	687
8911	0
150350	0
9402	1
113828	1
23112	487
158	1211
27352	714
57591	480
2847	0
10478	506
6767	7442
63929	237
150353	2
9978	880
2033	1478
83746	523
150356	1
5905	2485
23264	2218
7008	273
10766	1049
84844	564
50	1279
171568	677
27254	8
5372	522
27351	878
2547	6721
4809	2535
79640	303
150365	0
79879	50
6721	6471
440829	0
115650	3
79019	453
55964	27
164684	0
4668	751
150368	1
91689	416
4700	953
1565	24
6942	734
150372	0
27341	1360
253190	62
84271	1350
1727	5658
267020	2
53947	130
26286	748
11252	1219
25809	235
638	8
27349	333
706	2779
23170	1084
80274	0
758	0
64800	9
25830	1
150379	0
80339	584
25813	976
29780	565
64098	0
85352	0
84247	1032
55615	63
553158	0
23779	0
112885	7
10762	1169
23313	1103
7380	0
55007	156
27127	0
26150	0
2192	0
25814	2437
7477	0
55267	35
5465	464
150383	149
10343	17
55020	438
51512	933
